 	lo	ho	finito	di	fare	</S>
t	0.8839458	0.010908437	0.013480698	0.005684678	0.029766083	0.05621423
o	0.4778287	0.051252194	0.059407894	0.005897921	0.003643219	0.40197012
s	0.4838243	0.30125296	0.021905946	0.0052398313	0.0010520447	0.18672489
p	0.006175761	0.2834829	0.036554784	0.026672794	0.003842004	0.64327174
ì	0.10483096	0.5362737	0.3049178	0.0019515939	0.023737628	0.028288288
c	0.05313646	0.747272	0.12544583	0.010826905	0.0074102688	0.055908512
c	0.23090021	0.068756305	0.057058517	0.0044895792	0.0575113	0.5812841
e	0.003620013	0.8705528	0.11889852	0.0049570487	0.0012382616	0.00073343934
t	0.007927214	0.3542986	0.4776641	0.14198288	0.0065062563	0.011620963
s	0.040936664	0.051592875	0.122226305	0.060593143	0.084762976	0.639888
a	0.017213488	0.08714166	0.09220951	0.74012214	0.035134036	0.02817913
a	0.08572345	0.010812015	0.03580453	0.711187	0.07507832	0.08139469
t	0.003608331	0.005315459	0.008480061	0.80518407	0.026396474	0.15101558
s	0.0008514239	0.0015813672	0.0015512719	0.09766643	0.026090508	0.87225896
è	0.011836181	0.0042261845	0.053763434	0.2993826	0.4658614	0.1649302
k	7.189887e-05	0.0022897983	0.009319049	0.18079366	0.69874316	0.10878237
à	0.02892817	0.005883743	0.0061825383	0.08886267	0.4891616	0.38098127
m	0.00045699242	0.0003825765	0.013025564	0.01426928	0.8743866	0.097478986
i	0.039085563	0.0074116103	0.002970311	0.043250367	0.71063036	0.19665182
</S>	0.045961305	0.003525725	0.0082827015	0.0041785096	0.5273791	0.41067272
