 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.9310962	0.05552011	0.0002374689	6.4986416e-05	5.743214e-05	4.5838875e-05	0.00015268715	0.00019369303	7.490656e-05	0.00049481017	0.012061904
p	0.022366185	0.9489497	0.0052433973	0.00011293229	0.00015725997	0.00013543903	7.200882e-05	4.8272036e-06	9.2571045e-06	0.0001657169	0.022783333
e	0.19189653	0.003626242	0.034820635	0.12749839	0.22166415	0.06546558	0.086425774	0.06973215	0.007206445	0.020348737	0.1713154
t	5.487335e-05	0.9939494	0.0021166885	0.0032377348	0.00032904831	5.5797045e-05	1.6174838e-05	1.2400147e-06	1.175907e-06	1.37378975e-05	0.00022405916
à	0.0022171382	0.9820686	0.0022254954	0.00091248215	0.0012370137	0.0003650047	0.00029736984	0.00010667636	3.9442148e-05	0.00022410334	0.010306772
c	0.00040235877	0.9893963	0.0053331917	0.0027754772	0.0006842082	0.00013668402	8.8944355e-05	6.7961104e-05	4.5326116e-05	0.00035398218	0.00071566197
i	0.7582899	0.066072986	0.00486462	0.015647816	0.006056728	0.0040335814	0.008118552	0.024103642	0.0013832998	0.0034421778	0.10798671
a	0.000771052	0.28715792	0.43835643	0.22716506	0.03828851	0.0068417923	0.0007353599	6.460595e-05	0.000125329	6.718878e-05	0.00042686757
k	0.004810259	0.034697924	0.5536126	0.11179694	0.14900781	0.028873242	0.013545787	0.0008707725	0.0011793142	0.0076544103	0.093950994
è	0.11644324	0.005010017	0.065521754	0.15512364	0.22751436	0.057616707	0.08007715	0.056447368	0.0038692711	0.016454967	0.21592146
c	0.00028074978	0.16168988	0.14395678	0.4747144	0.17777388	0.026353221	0.0042283945	0.0018983741	0.0010807061	0.0022093928	0.00581419
c	0.050092828	0.040503513	0.17324774	0.13759096	0.0698264	0.020064045	0.034042448	0.056497928	0.0044573094	0.032403614	0.38127318
i	0.001953664	0.009145455	0.015884077	0.55279434	0.2024599	0.05657316	0.04073304	0.08898463	0.016463123	0.007535922	0.007472772
a	0.0025233664	0.005269788	0.021040421	0.20201865	0.394915	0.2980522	0.04128509	0.007283972	0.008686572	0.0036462103	0.015278719
f	0.007879856	0.0046256515	0.033077877	0.019347055	0.32158765	0.32803175	0.15003036	0.014790993	0.010209722	0.022478394	0.08794061
o	0.00085131417	0.0010163122	0.0023378043	0.02075434	0.19223067	0.07160278	0.17808722	0.13844562	0.017529337	0.08341392	0.2937307
r	0.0047296225	0.008332575	0.007095415	0.026383389	0.15725113	0.4397045	0.14358512	0.071032755	0.029696109	0.032632403	0.07955697
à	0.00017438806	0.0008330179	0.00092691416	0.009801007	0.14073928	0.09080837	0.2163858	0.1343429	0.018308822	0.080090396	0.30758905
e	7.1844384e-05	0.00060548075	0.00019974158	0.009419697	0.057220355	0.17695257	0.2541031	0.3913842	0.062885806	0.024675617	0.022481551
n	0.00019646164	0.00066919473	0.00075765944	0.010332502	0.09609333	0.29007518	0.24964605	0.22965795	0.037073787	0.036272243	0.04922564
d	0.0010738829	0.0010652292	0.0018760259	0.0019203168	0.0135359885	0.03693815	0.14832352	0.17946173	0.041286	0.15557742	0.41894168
ì	0.101023234	0.0018557817	0.0033471389	0.0031872746	0.012938448	0.02761145	0.01970285	0.35564283	0.18552315	0.16892977	0.120238036
n	0.0010820517	0.0004725385	0.00019826494	0.0007969842	0.0015290695	0.024035793	0.14883676	0.63173366	0.121397	0.036675382	0.033242483
n	0.025432598	0.0010582726	0.0029829931	0.001849496	0.009927022	0.018988825	0.021656489	0.14126952	0.051671945	0.3339787	0.39118412
o	0.00023986831	0.00018949846	6.05305e-05	0.0003884394	0.0011733155	0.023477301	0.19912788	0.44802856	0.2408346	0.05603586	0.030444229
t	0.010128624	0.0021250397	0.0023677384	0.0018858758	0.0028976402	0.013887653	0.08085219	0.46479943	0.20551199	0.09335243	0.12219136
t	0.0008995973	0.0008754616	0.003530261	0.0011044288	0.0033099717	0.011919519	0.16347139	0.24462105	0.08615183	0.13689843	0.34721804
e	0.00037764572	0.00070017483	0.0010186007	0.00083111034	0.0014329545	0.005533377	0.052342694	0.19512692	0.17587377	0.2005542	0.36620858
p	0.008857918	0.0016701841	0.0037222079	0.0019384198	0.0025101048	0.007022443	0.03916498	0.28812835	0.13936232	0.3110285	0.19659454
ù	0.051409382	0.0015636798	0.016184457	0.0015919801	0.005747382	0.021586386	0.13968922	0.13195375	0.031375017	0.15833423	0.44056454
r	3.7242058e-05	5.5538683e-05	2.3632929e-05	0.00039945394	0.00023040263	0.0006663343	0.02108977	0.72365546	0.17113818	0.05683263	0.025871389
u	0.012165098	0.00075757114	0.002446692	0.0006519558	0.0005610817	0.00055002264	0.0019976709	0.08573738	0.078396544	0.44387016	0.3728658
m	0.008204836	0.0015324509	0.0014787599	0.001189024	0.0013820728	0.003250705	0.010559923	0.10482139	0.06337511	0.6064746	0.19773111
a	0.13185129	0.0033701113	0.020356689	0.0016856045	0.0028054868	0.0019113958	0.0040778504	0.028796237	0.033554826	0.25538257	0.5162079
n	0.0084600765	0.0031275072	0.003277015	0.0020289822	0.0020187064	0.0035575395	0.0073655816	0.058036983	0.033345703	0.63445896	0.24432293
e	0.0004245512	0.0009788551	0.0038812435	0.0016587742	0.002844411	0.003350669	0.02757717	0.058265395	0.05658759	0.32233614	0.52209514
c	0.002458656	0.0010598719	0.0017554623	0.0008740029	0.0008790065	0.0015665444	0.0049506756	0.042444047	0.023101442	0.68645287	0.23445742
h	0.01781088	0.0011652594	0.015869418	0.0016001718	0.0024686332	0.0026381516	0.010944788	0.04014892	0.04529153	0.30726185	0.5548004
à	0.01432	0.0009739745	0.00096431246	0.001164708	0.00053276843	0.0004643416	0.0017968216	0.0413715	0.041965175	0.7608226	0.13562372
t	0.03664755	0.0038221474	0.002316729	0.0059218225	0.0023636664	0.0020389995	0.0040783044	0.028128764	0.014518951	0.64689	0.2532731
u	0.12633853	0.004841503	0.015339616	0.0014425793	0.0016388898	0.0005320077	0.00017731637	0.0022537466	0.0068687196	0.50107193	0.3394952
</S>	0.004116012	0.0028002027	0.0025045834	0.0018422836	0.0020234839	0.0028197626	0.0034262368	0.009290635	0.0033110385	0.75758564	0.21028005
