 	forse	stanno	ancora	svegli	</S>
f	0.99647707	0.0006659123	9.8320656e-05	0.00017149733	0.0025871457
ò	0.8198586	0.03546643	0.020483153	0.008029789	0.116162054
r	0.9912047	0.00687528	0.000511602	0.00015447184	0.0012539037
s	0.26985723	0.33502907	0.07015953	0.0038444784	0.32110965
i	0.6812441	0.31566128	0.0026851802	0.00024797386	0.00016148767
s	0.09025819	0.7805385	0.119398974	0.0041467645	0.005657654
t	0.036091454	0.43847403	0.0046165404	0.0012151677	0.5196029
è	0.017012607	0.9120607	0.061846297	0.0051355227	0.003944751
o	0.09926954	0.7311406	0.14545134	0.009899891	0.014238588
n	0.0040386105	0.14003101	0.8053588	0.023051318	0.027520241
e	0.0110684065	0.04231843	0.0044211517	0.0041976953	0.9379943
a	0.06367988	0.06667726	0.79949975	0.046489425	0.02365372
n	0.01838666	0.018835742	0.2718662	0.22102849	0.4698829
k	0.0090483	0.004047707	0.0010658061	0.0033341702	0.98250407
ò	0.78185403	0.18509202	0.012181579	0.002712482	0.018159866
r	0.39643803	0.5541074	0.012723234	0.00469981	0.032031536
a	0.038197752	0.11648373	0.78017664	0.022410907	0.042731013
a	0.15733191	0.15565324	0.53362685	0.10211698	0.05127097
t	0.006387884	0.024520608	0.050552156	0.73816156	0.1803778
s	0.0028979478	0.001749201	0.00018971278	0.0054680756	0.9896951
ù	0.110166185	0.09925709	0.030888693	0.62939274	0.13029529
n	0.0029724303	0.0027657496	0.0017697354	0.92455626	0.06793584
n	0.006628198	0.025138387	0.010900614	0.10992171	0.8474111
i	0.23491319	0.25538915	0.010437574	0.12028002	0.3789801
t	0.010194469	0.034997586	0.038956005	0.7438827	0.17196918
i	0.0024994402	0.0033252737	0.00095584936	0.17304881	0.8201706
</S>	0.11567005	0.12530026	0.020030783	0.077484086	0.66151476
