 	tutto	il	cibo	vuole	girato	</S>
ò	0.9969035	0.00018191712	2.739323e-05	4.1442814e-05	4.5587447e-05	0.002799938
l	0.9475059	0.028379155	0.0059572775	0.0030162286	0.0043852897	0.010756059
o	0.17884785	0.3139737	0.27174568	0.07211931	0.023454297	0.13985908
o	0.18721692	0.7725369	0.038032416	0.0017478267	2.5247022e-05	0.0004406249
m	0.105656266	0.5364934	0.26572207	0.041050863	0.003242651	0.04783474
a	0.0024365815	0.008053064	0.22925854	0.1652432	0.11742762	0.477581
r	0.089862615	0.120670706	0.67549664	0.09662099	0.003218859	0.014130167
ì	0.052053537	0.06469962	0.65420127	0.1500085	0.004524882	0.07451214
o	0.009627752	0.009180166	0.4583808	0.46397558	0.022427097	0.03640862
t	0.00071835116	0.005521108	0.23361664	0.7112458	0.010492151	0.03840604
è	0.015578199	0.0070164036	0.08590781	0.71988195	0.02741014	0.14420545
l	0.007567331	0.0013138831	0.02926608	0.85553795	0.066018894	0.040295817
i	0.00021691696	0.00033022685	0.0269702	0.5899877	0.050379854	0.33211505
v	0.0041504325	0.0047309967	0.009805671	0.4405144	0.38786522	0.15293334
o	0.003889917	0.0066754865	0.016494233	0.18731412	0.25054836	0.5350779
t	0.010642235	0.005743602	0.0034986697	0.05017951	0.73382807	0.19610788
i	0.008102084	0.0048595234	0.023237212	0.15118602	0.2684833	0.5441318
m	0.001499677	0.0014546239	0.0022038966	0.012738357	0.7787374	0.20336601
m	0.0036897715	0.0035244327	0.007793492	0.04785525	0.19653426	0.7406028
è	0.006693115	0.0014142181	0.0021247815	0.022704832	0.7702314	0.19683164
n	0.041244492	0.018937295	0.014120069	0.05124317	0.5584119	0.316043
o	0.019580204	0.019124787	0.008932801	0.033691436	0.328319	0.59035176
</S>	0.0030133075	0.0048893974	0.0064471024	0.0162569	0.61704415	0.35234916
