 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.531763	0.014803799	0.0557492	0.009133216	0.005232373	0.0033328424	0.048358023	0.3316275
t	0.16426215	0.085030064	0.03170762	0.09350998	0.067885265	0.022105964	0.041052163	0.49444678
i	0.57887876	0.1928825	0.04737629	0.061860938	0.012177274	0.024004785	0.0067650713	0.07605438
p	0.23204446	0.5097008	0.11391289	0.063936405	0.0090863155	0.020812158	0.0047206595	0.045786332
à	0.0037907318	0.0168582	0.4581789	0.16464965	0.15950578	0.014869126	0.00935417	0.1727934
s	0.011054913	0.5654546	0.39890373	0.012456286	0.002184069	0.00060727913	0.0013526725	0.007986467
t	0.018103726	0.16553189	0.11646623	0.034484956	0.245044	0.007664343	0.020574437	0.3921304
a	0.0226222	0.34368	0.5195122	0.07041012	0.037066087	0.0044058124	0.0005220386	0.0017815968
v	0.009197165	0.031633526	0.6428977	0.26698035	0.019780762	0.015488888	0.0016870075	0.012334536
à	0.0049704197	0.011797527	0.2747022	0.27479127	0.17269394	0.038123365	0.018485237	0.2044361
l	0.0005787498	0.00932862	0.6480597	0.2789559	0.030575437	0.010458426	0.0054705935	0.016572576
e	0.00088756875	0.011629686	0.27096632	0.047316965	0.04895926	0.010993746	0.23193166	0.37731478
à	0.0047082636	0.0013492265	0.087999605	0.64210576	0.17720598	0.07566735	0.0023903763	0.0085734
l	0.00013312577	0.000906169	0.08218722	0.50722015	0.14335346	0.17002958	0.06949131	0.026678951
a	0.0005598981	0.00094069453	0.16780044	0.3344282	0.06650508	0.06487268	0.23509124	0.12980174
e	0.0041074245	0.00087321654	0.0055631436	0.29554442	0.5252908	0.14429443	0.01736538	0.0069612283
t	0.00028692975	0.0009074495	0.0023382248	0.19263214	0.07458688	0.66190344	0.043396786	0.023948172
è	0.00031959673	0.00085759495	0.007127924	0.17607652	0.19281201	0.1284179	0.30090624	0.19348222
l	5.7511745e-05	0.00026402084	0.005812698	0.039598368	0.70009124	0.09899504	0.12617251	0.02900858
i	0.00025516844	0.0005427249	0.008455596	0.14726296	0.25965744	0.17554967	0.27542666	0.13284981
t	0.0055767093	0.00087497855	0.0015796201	0.022737667	0.51165444	0.31592432	0.10951861	0.03213361
à	0.001086734	0.0011790312	0.00140955	0.0148902945	0.083157584	0.27886823	0.44841123	0.17099743
l	2.0339832e-05	0.00019853914	0.0015586452	0.002780669	0.12473747	0.07792509	0.7493251	0.043454196
a	0.00019461564	0.00045831018	0.001546365	0.009438547	0.07779758	0.24771883	0.48922244	0.17362338
</S>	0.004951309	0.0012155153	0.0023114656	0.00800804	0.06074573	0.084665604	0.4455456	0.3925566
