 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.8852199	0.061652403	0.012911657	0.0029618125	0.0019246038	0.008574776	0.010890087	0.015864866
è	0.38020927	0.028327206	0.47552225	0.030870816	0.016773298	0.012335975	0.01107074	0.0448905
l	0.8774998	0.011717897	0.0072465087	0.0021911536	0.0010674717	0.0015859976	0.005871856	0.09281929
o	0.09574214	0.038202286	0.024004664	0.017004965	0.023698183	0.013459003	0.012369524	0.7755192
k	0.11850918	0.8333362	0.043269332	0.0020170081	0.0006949904	0.00023237607	7.943404e-05	0.001861525
a	0.028186783	0.12124632	0.65147763	0.011318695	0.024497136	0.0046780272	0.008508145	0.15008727
i	0.14081496	0.46284625	0.33500114	0.03638179	0.008038036	0.001770933	0.00026027914	0.014886603
M	0.009716425	0.020849101	0.86019945	0.025045145	0.007990825	0.0056078886	0.006277777	0.064313464
a	0.0153964115	0.0035744247	0.8344763	0.12895955	0.0037171023	0.0030362434	0.0069205654	0.0039195293
r	0.014636197	0.0011601278	0.9012999	0.07782505	0.002930566	0.00013273783	7.5708806e-05	0.0019397365
ì	0.00646785	0.010018184	0.8412585	0.11260961	0.011190405	0.0047001415	0.0073130736	0.0064422716
a	0.06892304	0.00909101	0.45883557	0.35011572	0.07619353	0.013248249	0.006872459	0.016720384
è	0.0049733133	0.012018719	0.73352075	0.17185669	0.061488815	0.008489321	0.005399886	0.0022524686
n	0.0037949795	0.0022002903	0.1329955	0.43228206	0.17459372	0.06236335	0.10250556	0.089264564
a	0.009342745	0.0055664466	0.044155706	0.10801695	0.105367936	0.011116953	0.23791136	0.4785219
r	0.09433404	0.024854219	0.017324263	0.050859537	0.6423144	0.09277057	0.036903217	0.040639773
t	0.008817282	0.0033088245	0.004253147	0.060906705	0.0711253	0.03409796	0.11580774	0.70168304
i	0.50030214	0.021648532	0.004238409	0.032820504	0.24992108	0.034027208	0.018171865	0.13887027
à	0.10701352	0.09078652	0.02403834	0.0131220855	0.25615832	0.20828195	0.20130166	0.0992976
v	0.0003100172	0.00036049914	0.0018686589	0.008963988	0.046634573	0.108475186	0.78806704	0.045320116
v	0.0032783523	0.007284324	0.0043080808	0.0034863153	0.007092061	0.0034096495	0.24282067	0.72832066
r	0.24708977	0.033486303	0.00048734643	0.004548019	0.13484766	0.10627341	0.12907234	0.3441952
i	0.77815384	0.03649736	0.0006500379	0.0020447883	0.0360466	0.018895851	0.028332561	0.09937895
</S>	0.21520917	0.030943267	0.010967019	0.0074478313	0.056696687	0.20761582	0.03944377	0.43167645
