 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.9333929	0.0032148997	0.0025221321	0.0018212986	0.0013912288	0.0082383845	0.049419254
m	0.9577539	0.036644425	0.0007326226	0.0004337554	0.000114558825	9.1013935e-05	0.004229812
à	0.0075347237	0.04204181	0.28530687	0.06184259	0.010196893	0.019485503	0.57359165
k	0.43413675	0.38712198	0.17013435	0.0013960247	0.00026796057	0.00041915022	0.006523833
i	0.3655922	0.21017803	0.030963173	0.010274445	0.0016098779	0.0033845191	0.3779977
n	0.027791193	0.4254261	0.5284339	0.015514081	0.001728588	3.5462046e-05	0.0010707012
a	0.018623898	0.3037819	0.39759427	0.09392133	0.025164956	0.0039054304	0.15700835
t	0.013279741	0.18403669	0.75001353	0.03948302	0.0046666027	0.0012174564	0.007302987
è	0.008968091	0.059423164	0.70293987	0.101721704	0.036939494	0.003919678	0.08608805
l	0.0035295016	0.030112846	0.8878864	0.052932106	0.010392493	0.004943873	0.010202736
i	0.0016279723	0.047133252	0.65172267	0.05139118	0.012709284	0.0042317337	0.23118392
s	0.0027375566	0.0068286452	0.5033839	0.40588045	0.0781582	0.00087346573	0.002137822
t	0.004943546	0.011186434	0.55648875	0.17457005	0.084088065	0.011023197	0.15769993
i	0.003950462	0.007904953	0.44852677	0.41588756	0.091694206	0.0069390982	0.025096841
a	0.007100627	0.007778881	0.0714221	0.68266535	0.20030928	0.01005832	0.020665497
m	0.0016388069	0.012014634	0.020993909	0.3042655	0.6010905	0.017046332	0.0429503
m	0.009283745	0.02141721	0.038045347	0.074967586	0.043112878	0.013530446	0.7996428
è	0.061106887	0.016898166	0.17691393	0.44793922	0.114269115	0.049421344	0.13345139
n	0.16085297	0.03743385	0.16373652	0.23257765	0.065842345	0.03889206	0.30066457
i	0.18320686	0.03560604	0.15314165	0.35398477	0.041908782	0.025756244	0.2063956
à	0.011369481	0.008977272	0.021429498	0.51637757	0.39966813	0.017412392	0.024765681
t	0.00019822585	0.0006469706	0.022204183	0.049583677	0.6227243	0.10057279	0.20406984
t	0.0014545843	0.00177421	0.00891743	0.018358974	0.043436155	0.08514344	0.84091526
o	0.01065353	0.0043153325	0.037500784	0.15788865	0.28297484	0.27017078	0.23649612
m	0.013951173	0.011600039	0.026959661	0.09548974	0.13740428	0.5120084	0.20258668
e	0.019320875	0.041267462	0.012932933	0.023608064	0.058083225	0.12022689	0.7245605
k	0.0239361	0.017854149	0.037803795	0.10287972	0.08962689	0.52365106	0.20424828
k	0.007894502	0.012961319	0.0073829885	0.0050895927	0.02439352	0.09885049	0.8434276
à	0.06344308	0.021815548	0.04252556	0.01670845	0.017518992	0.54805046	0.28993788
n	0.17130996	0.03825028	0.02610224	0.0075818477	0.010268918	0.06434719	0.6821396
i	0.109533176	0.055679377	0.013668001	0.010839555	0.00589523	0.20538431	0.59900033
k	0.031803623	0.017427031	0.025399841	0.069173634	0.012866184	0.60744786	0.23588185
o	0.032921426	0.040844623	0.012628301	0.011280342	0.0057736463	0.5591513	0.33740035
</S>	0.018303715	0.010088788	0.019360233	0.0354329	0.0042718537	0.62557226	0.28697023
