 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.8976048	0.029269833	0.0052163	0.002661315	0.004785632	0.002090327	0.009337316	0.049034417
m	0.75729537	0.18888351	0.0031723771	0.0019825893	0.00022847172	0.0005251988	0.00028213122	0.04763029
a	0.0045664096	0.6139481	0.0637043	0.041014466	0.013046421	0.0019854212	0.057053976	0.20468087
r	0.036935702	0.9017191	0.047274474	0.0013414443	0.00029400727	5.0644696e-05	9.263692e-05	0.012292077
a	0.11100455	0.56654793	0.12227537	0.062337853	0.013369842	0.0056975908	0.0013698547	0.117397
n	0.012271971	0.93705845	0.042426474	0.004989622	0.0006616975	0.00039701335	0.00018588113	0.0020088302
g	0.008289878	0.38598016	0.29372966	0.07203712	0.02327352	0.003807938	0.0037496022	0.20913213
i	0.10542727	0.41627395	0.13586017	0.10881119	0.061659053	0.0035747949	0.15627012	0.012123431
à	0.00792823	0.7298307	0.22600876	0.028336	0.0037511426	0.0012929736	0.00060237735	0.0022498048
n	0.0006218065	0.18004628	0.6062627	0.08368799	0.03527654	0.01558077	0.013717055	0.06480686
e	0.0010834124	0.20520832	0.47742948	0.099345036	0.038119104	0.005375604	0.029692724	0.14374638
è	0.0018821895	0.32338312	0.56950825	0.08353469	0.014759604	0.0049014185	0.00024705654	0.0017837266
n	0.00053562294	0.018229982	0.6914341	0.08859602	0.09832476	0.04129828	0.011891438	0.049689855
e	0.00082045165	0.030692415	0.50528514	0.1487041	0.08158841	0.01164102	0.039605536	0.1816629
s	0.0027366336	0.049749896	0.3065714	0.5022139	0.109458126	0.025020389	0.0007481833	0.0035015503
e	0.0006825308	0.0044909813	0.30121478	0.16609125	0.20543836	0.011671593	0.02224304	0.28816742
g	0.004090011	0.013681576	0.18140092	0.54940915	0.20484361	0.03179621	0.00561344	0.009165079
i	0.008880115	0.0598218	0.09462787	0.12027114	0.094098546	0.0097731585	0.12442206	0.48810536
r	0.0034142772	0.009030078	0.057897713	0.53912216	0.31299126	0.066474006	0.003276965	0.0077935057
è	0.00022859618	0.0031900252	0.05022423	0.19719225	0.5192604	0.04767499	0.025826285	0.15640318
t	1.7757726e-05	0.0002213409	0.020698918	0.19475232	0.7020893	0.041231822	0.020635923	0.020352608
s	0.0012880372	0.00096454355	0.020438332	0.08838101	0.30910668	0.01534129	0.3122431	0.25223693
i	0.00022686303	0.00015205277	0.0051674875	0.1432754	0.7646744	0.062520735	0.018772762	0.0052101873
d	0.0031759483	0.0065962244	0.010381347	0.16240847	0.6275749	0.1644676	0.013194646	0.012200923
ò	0.020974467	0.07681036	0.011122439	0.060961083	0.10853795	0.03601152	0.35792786	0.32765436
p	2.0959775e-05	0.00011250132	0.004148698	0.039927848	0.80239147	0.07640349	0.04657957	0.030415537
u	0.009619531	0.0033703963	0.0015219495	0.007858154	0.037655342	0.024335174	0.69218796	0.22345155
e	0.013470322	0.02128965	0.013048166	0.12422704	0.4242374	0.2275595	0.105410166	0.07075777
m	0.0005518993	0.029300394	0.042772073	0.06386216	0.28679535	0.2450848	0.07731443	0.25431886
a	0.021807954	0.10822062	0.009350163	0.034722418	0.13240792	0.03835227	0.21833979	0.43679887
r	0.0018103352	0.005641159	0.04484049	0.11298373	0.28119087	0.12534219	0.1699824	0.2582088
è	0.00050164986	0.013208984	0.009298574	0.007905051	0.20481911	0.12550323	0.08194683	0.5568166
i	3.3143544e-05	0.00022598886	0.0080834115	0.02120284	0.26345584	0.0924065	0.3600719	0.25452036
</S>	0.0006221539	0.020802535	0.064310975	0.13001536	0.17373604	0.045219343	0.09702243	0.46827114
