 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.9818528	0.0021712156	0.00036172222	0.00034299566	0.002112963	0.0131584285
s	0.78567207	0.06667039	0.010283444	0.019769294	0.06791675	0.04968806
o	0.07337476	0.59315896	0.13603973	0.004913555	0.0020026846	0.19051038
s	0.47296354	0.44652763	0.07594588	0.0041667135	2.5238e-05	0.0003709969
e	0.014400773	0.7459678	0.10421951	0.02013774	0.0025948314	0.11267927
è	0.032626003	0.7187514	0.23687543	0.0072604567	0.0013734652	0.00311333
m	0.0065028514	0.15771006	0.40191582	0.31378153	0.08457849	0.035511322
b	0.0016673773	0.1878527	0.28512096	0.037120156	0.027122147	0.46111673
i	0.015172082	0.7378673	0.18251178	0.049219176	0.007815134	0.007414541
à	0.03247198	0.08895732	0.18494238	0.61713386	0.047970437	0.028524047
t	0.00016536264	0.002727369	0.005929055	0.58595943	0.23122215	0.17399667
t	0.0009468769	0.010151423	0.01331029	0.06660764	0.15899286	0.74999094
i	0.07222372	0.10350989	0.015124238	0.47780645	0.22276822	0.10856742
f	0.0095179565	0.016777689	0.0053442195	0.1666357	0.5716474	0.23007704
i	0.0012569752	0.006941508	0.0035422593	0.2436536	0.19309635	0.5515093
n	0.01837726	0.020212248	0.0041577807	0.06320784	0.6472433	0.2468016
è	0.0012083546	0.0060999584	0.0019985386	0.25059283	0.25151223	0.4885881
s	0.00015449253	0.001609691	0.00031227758	0.038596533	0.8361634	0.12316356
t	0.0013295221	0.0046040555	0.0012982867	0.012416305	0.40701967	0.57333213
r	0.0052886736	0.013328122	0.0013221154	0.0047072903	0.86190486	0.11344884
a	0.004843079	0.01585205	0.003648552	0.005156926	0.74533033	0.22516903
</S>	0.004265398	0.006420217	0.0018779935	0.0016438019	0.7503751	0.23541752
