 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.9943816	0.002194781	3.0127554e-05	2.744019e-05	6.483591e-05	1.8906565e-05	4.5662415e-05	0.0001448918	2.6631249e-05	1.0490923e-05	2.4543122e-05	4.1651983e-05	0.0029885648
ù	0.9246064	0.023871997	0.0017709457	0.0050148685	0.0068102963	0.004080517	0.0026636308	0.006969537	0.005393587	0.0028116354	0.0021528443	0.00056506495	0.013288656
r	0.9826433	0.012073954	0.0038894345	0.00055681757	0.0001743466	4.0684998e-05	2.9624127e-05	6.326815e-05	2.1520154e-05	1.5779899e-05	1.3216927e-05	2.8346907e-05	0.00044967947
u	0.6121381	0.046302304	0.024964374	0.06874752	0.012623194	0.0046502235	0.0152270645	0.021722978	0.059028737	0.045142986	0.01763789	0.0058105793	0.06600401
k	0.33836672	0.2562823	0.23039219	0.09946132	0.060859203	0.0053600324	0.0016860423	0.0028227547	0.0004451453	0.00031805728	0.00016672799	0.00011977233	0.0037196584
a	0.11077157	0.12095694	0.06716162	0.17244625	0.122772835	0.058818556	0.030871829	0.09029797	0.05192526	0.050972145	0.008683137	0.0064481455	0.10787366
s	0.09477419	0.031341083	0.3495047	0.31626654	0.18619068	0.009382504	0.0024225118	0.0031964227	0.00044078968	0.00031361953	0.00015586242	0.00013252614	0.0058785104
ì	0.018401686	0.0065787355	0.30564085	0.20885153	0.18507496	0.051022064	0.029615704	0.075164095	0.0017738268	0.014274967	0.0014476351	0.0005737809	0.101580165
t	0.025759934	0.011718696	0.36065948	0.3504122	0.19539797	0.017341182	0.007136915	0.009595556	0.0023417084	0.0023743422	0.0022261762	0.0017992381	0.013236496
a	0.009214939	0.005785874	0.1334963	0.3885553	0.06989064	0.017977806	0.04731609	0.10449958	0.036272556	0.03292301	0.016076993	0.008715281	0.12927563
m	0.0019767727	0.0034016373	0.07460013	0.39421743	0.47212785	0.03610236	0.008541922	0.004683456	0.0012189837	0.00075631996	0.00038548006	7.978284e-05	0.0019079035
i	0.017588299	0.0061158347	0.034120206	0.24132848	0.27798334	0.096656896	0.041140065	0.13785605	0.019902235	0.031904507	0.004421713	0.01067795	0.08030451
a	0.010274316	0.0031268117	0.018847438	0.26396912	0.612707	0.059200525	0.013664404	0.008838097	0.0019477275	0.001124769	0.00066178595	0.00019825804	0.0054396996
f	0.0025935606	0.007850016	0.0032359334	0.040882304	0.52836883	0.31012452	0.034427136	0.04042393	0.0033782772	0.005716223	0.002228209	0.0010054902	0.01976564
o	0.003945843	0.00029304993	0.0025101474	0.07858595	0.27170017	0.102252394	0.16779654	0.07836933	0.0048336303	0.05050303	0.0056666504	0.006214867	0.22732845
r	0.008092388	0.006018296	0.007258499	0.06396952	0.4473207	0.29269695	0.08568587	0.05098517	0.008252256	0.0063071623	0.005614132	0.0028059112	0.014993101
à	0.002500864	0.0002533911	0.0020084009	0.05239907	0.23967254	0.12294122	0.1953842	0.096614145	0.0047187186	0.052336015	0.005909451	0.006606693	0.21865535
s	0.0019367314	0.00019786389	0.0011601846	0.051551517	0.19640428	0.21007149	0.28439346	0.04703332	0.035888955	0.05543936	0.060059827	0.020875946	0.03498708
o	0.002899178	0.00086440984	0.002555092	0.107044876	0.1253469	0.032758057	0.08540598	0.110671006	0.06687055	0.029218204	0.043783233	0.073998764	0.31858373
l	0.0017209528	0.0023887868	0.00095923664	0.005522201	0.035732493	0.45785937	0.26247117	0.1320103	0.045818705	0.029972496	0.021241536	0.0011337645	0.003168929
a	0.0009805245	0.0006432062	0.0005408328	0.007636751	0.08177188	0.26360792	0.19498347	0.10769592	0.021167325	0.04909395	0.01436577	0.020337634	0.23717484
m	0.009466302	0.007072793	0.0032445127	0.007184714	0.018504536	0.3226979	0.27139106	0.21454851	0.052753996	0.02944292	0.038380355	0.007908607	0.01740369
è	0.01190406	0.015443759	0.0022755421	0.011223044	0.059249364	0.19847992	0.08717918	0.18696013	0.041869495	0.048844032	0.015565554	0.070880696	0.2501252
n	0.0012478303	0.0005188067	0.00084272504	0.005283427	0.0075811916	0.1435686	0.314412	0.21920772	0.07464166	0.068375595	0.10672893	0.03444899	0.02314252
t	0.00672597	0.005412221	0.0022404972	0.0068346323	0.008885337	0.040664617	0.049546186	0.09463079	0.12436539	0.03011058	0.04210167	0.20120496	0.3872772
e	0.0060445075	0.000256523	0.00087662315	0.0038495974	0.0031216585	0.046991426	0.3139443	0.19932082	0.11720272	0.08722534	0.066847704	0.091995224	0.062323593
e	0.004524618	0.004369855	0.0016878683	0.0044387206	0.005350551	0.04525468	0.07345311	0.5811296	0.072577976	0.045117926	0.105181016	0.035074167	0.021839932
s	0.0013282651	0.0018021129	0.0011201744	0.007230973	0.013892389	0.109547764	0.10731792	0.38785627	0.056026813	0.12210585	0.100038745	0.03542346	0.05630929
a	0.0014385097	0.00022328945	0.0008379997	0.0055832267	0.008468245	0.091380015	0.34873694	0.10653652	0.013013868	0.10440346	0.013168966	0.01610602	0.29010296
l	0.0047205808	0.0023847797	0.0017816704	0.005509773	0.0045504924	0.016899118	0.048791055	0.41725144	0.06476501	0.054506555	0.21408343	0.12431063	0.040445425
l	0.0007736281	0.00028393825	0.00034551046	0.0020254538	0.004191986	0.06852457	0.2060535	0.09396384	0.045024443	0.12977438	0.045866475	0.056486286	0.34668604
i	3.6905476e-05	3.289567e-05	5.0805804e-05	0.00028630465	9.99015e-05	0.00090573955	0.010736057	0.021261854	0.09164747	0.020833896	0.3997492	0.3910581	0.063300915
m	0.007307906	0.005558046	0.002290904	0.0036151793	0.0034409275	0.0062433844	0.010685577	0.40295255	0.022907436	0.014870004	0.2123182	0.27278864	0.035021294
o	0.010127638	0.014377126	0.0023373296	0.003269383	0.002675492	0.005937741	0.009228285	0.06127718	0.041617747	0.02562362	0.06436232	0.539529	0.21963714
n	0.006925757	0.004837476	0.0033199356	0.009277742	0.0071818475	0.0074019204	0.010988839	0.5093256	0.021293545	0.012540017	0.117291324	0.22449012	0.065125816
ò	0.00035226202	0.0001812558	0.00027922163	0.004022945	0.0032964684	0.004338001	0.019718695	0.098818354	0.012427213	0.046125606	0.03337549	0.15894882	0.61811566
m	6.6422945e-05	4.7667836e-06	3.5777994e-05	0.0008980996	0.0002939451	0.00029217568	0.0035736358	0.04828584	0.012465901	0.013817049	0.20940554	0.6509096	0.05995131
à	0.0041754884	0.0019691624	0.0008339723	0.0023330962	0.0013894907	0.0010763706	0.0025974012	0.022610957	0.03409776	0.008949474	0.05225933	0.41949424	0.44821328
i	0.0044034584	0.0012162089	0.0027185874	0.0043122545	0.001924099	0.0016356955	0.0048289895	0.16661747	0.0054917233	0.0037159391	0.07383107	0.6345085	0.09479599
