 	non	so	cosa	stai	scrivendo	</S>
e	0.73187065	0.0427288	0.0008642912	0.0047988277	0.0032633753	0.21647409
n	0.070184164	0.02565533	0.060938224	0.0028940109	0.15069179	0.68963647
e	0.0021810094	0.5452815	0.22597635	0.04720452	0.020743204	0.15861338
t	0.017012432	0.91309464	0.049949393	0.0020984737	0.0035478678	0.0142972125
s	0.0013354621	0.3698356	0.22282574	0.046392795	0.028411321	0.33119908
è	0.0010165574	0.5397293	0.44824234	0.004985207	0.0045187958	0.0015078369
r	0.0007790115	0.68902266	0.14965428	0.11822224	0.019321404	0.023000395
o	0.0002616141	0.89935696	0.04931666	0.03990075	0.002818387	0.0083457
e	0.00050185673	0.07271733	0.7886041	0.124949895	0.0080695655	0.005157218
s	0.00032392808	0.0037056492	0.73308074	0.11069743	0.093575135	0.058617104
ù	0.00034973936	0.003884648	0.10468819	0.33161503	0.16170876	0.39775363
t	5.668957e-05	0.012630752	0.031047285	0.91406125	0.021868652	0.02033546
i	0.00021936368	0.016812446	0.09222327	0.7780482	0.028647577	0.08404908
s	0.0013578101	0.011269396	0.19230233	0.38572592	0.34147096	0.06787361
t	0.00042793294	0.008864023	0.04935315	0.12760316	0.26521838	0.5485334
e	0.002509422	0.013836575	0.052151997	0.035930716	0.7899136	0.10565771
g	0.00135922	0.011329152	0.011243497	0.00878361	0.8437196	0.12356487
r	0.0018972189	0.014718352	0.07218131	0.073354505	0.56966233	0.26818636
à	0.0061635366	0.011966446	0.006104756	0.0129297115	0.8933987	0.06943686
f	0.00012969303	0.025888056	0.0021551715	0.048250772	0.6373839	0.2861924
i	0.034820322	0.038901597	0.0053322865	0.11756746	0.4825371	0.3208412
</S>	0.0039770976	0.014948356	0.009808898	0.0067196297	0.71608657	0.24845947
