 	la	casa	la	costruiscono	i	muratori	</S>
t	0.87772274	0.030858604	0.0037802334	0.009414749	0.0011247768	0.0032054454	0.073893376
o	0.6118101	0.2595316	0.030347945	0.011947917	0.005928673	0.0009007715	0.079532966
s	0.50273055	0.46339977	0.01763321	0.0053287996	0.0007790468	0.00040000523	0.009728645
p	0.02210229	0.708725	0.1947277	0.031625774	0.010478242	0.00088756916	0.031453393
ì	0.186205	0.76744205	0.015533374	0.012267952	0.00096038444	0.0076826327	0.009908552
t	0.030979944	0.7995142	0.10813219	0.027911952	0.0024960025	0.0040036007	0.026962219
i	0.10664515	0.42467287	0.05132826	0.06750126	0.009177706	0.0128725255	0.32780218
t	0.002705856	0.7858635	0.1992477	0.009905453	0.0016857473	0.00010912724	0.00048265696
o	0.0066844546	0.355535	0.5258315	0.076324694	0.013255308	0.0006781886	0.021690868
f	0.009995559	0.27019474	0.6395649	0.0638781	0.0071859425	0.001072968	0.008107823
a	0.00508245	0.045163117	0.78473616	0.093372084	0.020118088	0.0015389697	0.049989153
b	0.011050125	0.080948554	0.71044934	0.16427921	0.014527768	0.002468723	0.016276427
b	0.012821472	0.07960734	0.25247014	0.0721601	0.01676374	0.017728847	0.5484484
r	0.024254574	0.04667669	0.5462897	0.29068682	0.009122615	0.007468012	0.075501636
i	0.25932208	0.10184975	0.13236025	0.21815108	0.022818178	0.0372652	0.22823347
k	0.013849925	0.01767647	0.14928377	0.74943906	0.05201973	0.003943801	0.013787216
è	0.017726118	0.051906	0.15149719	0.11924697	0.021267854	0.08028241	0.55807346
o	0.0003233138	0.0016864284	0.031540718	0.81154335	0.102683075	0.02824855	0.023974566
n	0.0008033713	0.0059784753	0.028104093	0.67924047	0.18370773	0.039518345	0.06264753
e	0.0017109324	0.0057963454	0.024433821	0.2241544	0.3534425	0.096485786	0.29397625
i	0.002837173	0.009293811	0.012741231	0.7319207	0.15772577	0.039504483	0.045976803
f	0.0010131411	0.009085867	0.02413042	0.44137168	0.40601975	0.047771085	0.07060809
a	0.0024378998	0.004076528	0.010486422	0.192458	0.44515875	0.058604535	0.28677785
b	0.0029899408	0.005311285	0.008959337	0.557502	0.13137154	0.1789021	0.11496389
b	0.010637364	0.020753667	0.00927068	0.06464289	0.049911678	0.098715395	0.7460683
r	0.08399933	0.023123708	0.0051877103	0.27915365	0.048198957	0.24655811	0.31377855
i	0.32674697	0.0370061	0.005324009	0.14712465	0.027099065	0.06546149	0.39123765
k	0.021802405	0.01868727	0.009736208	0.35116294	0.03687451	0.40460262	0.15713398
a	0.019153282	0.020778917	0.0065305554	0.04217113	0.03155377	0.41106275	0.4687496
t	0.0136297755	0.014731483	0.0065740044	0.073926	0.00619288	0.6591966	0.22574922
ò	0.00084586587	0.005107738	0.007036978	0.015973262	0.09676717	0.36886445	0.50540453
r	1.6097507e-05	0.00017789935	0.00047099564	0.0067580706	0.006844648	0.90327567	0.08245674
i	0.0025991276	0.0010121086	0.0004591199	0.0019289416	0.002467088	0.34716877	0.64436483
</S>	0.0069487384	0.012189509	0.007776653	0.036581274	0.0016433503	0.36874393	0.5661166
