 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.93215096	0.029852653	0.0006436572	3.7729813e-05	0.00059000787	0.00019263841	0.0002462436	0.0009945208	0.035291653
k	0.81745803	0.15133661	0.0116868755	0.0018204728	1.3906428e-05	0.0002680996	2.5687497e-05	0.00016597824	0.017224304
à	0.064700015	0.038717262	0.5008411	0.088593684	0.10016736	0.027229998	0.0037532249	0.011848465	0.16414885
j	0.008863274	0.8995865	0.09133552	9.395936e-05	4.0104962e-05	1.2698444e-05	6.249973e-06	8.475913e-06	5.3249445e-05
o	0.82138443	0.00670093	0.024855817	0.0031534513	0.005961801	0.0015400649	0.00052547693	0.0029219417	0.13295615
t	0.007875935	0.58345073	0.2727731	0.13245699	0.002255141	0.00068816857	0.00012834232	2.101855e-05	0.00035057456
r	0.004691568	0.08681799	0.748014	0.0202329	0.0037577993	0.015441529	0.0030549602	0.0040309057	0.113958396
a	0.00334274	0.07173055	0.82734483	0.07943544	0.0030118031	0.008985301	0.00068521	0.00048425276	0.0049798796
ù	0.02697696	0.108149044	0.6126253	0.17258878	0.013576799	0.016181245	0.003724072	0.0038770225	0.04230082
d	0.00013659066	0.11002415	0.7221406	0.05939616	0.04458475	0.016566912	0.013623802	0.01622242	0.017304681
i	0.0034691764	0.00514359	0.33353233	0.06520273	0.19652227	0.017376296	0.007865322	0.051629066	0.3192592
a	0.0029749232	0.0056458	0.10171864	0.60309374	0.15011682	0.10161839	0.027187064	0.0024297016	0.005214962
a	0.0046084104	0.0042716214	0.06371864	0.63917077	0.052436996	0.12718868	0.026739843	0.014918027	0.06694706
s	0.0030337274	0.0049025677	0.04153554	0.3367064	0.14070642	0.26860464	0.093530215	0.030599236	0.08038126
ò	0.00040830477	0.0031147427	0.049069684	0.039079197	0.16131958	0.11738814	0.09934565	0.13970158	0.3905731
z	0.00022248864	0.0009402599	0.008441664	0.009220618	0.6255459	0.101716	0.19342643	0.035456505	0.025030175
i	0.0007011061	0.0001623402	0.0071028	0.0319151	0.74504745	0.01422479	0.015731357	0.06561913	0.119495906
g	0.007851844	0.00072537496	0.0022693502	0.016563628	0.15263326	0.517141	0.24821003	0.038830727	0.015774738
r	0.06133077	0.0019155164	0.009893706	0.13807426	0.22733812	0.092736796	0.01859202	0.09063253	0.3594863
à	0.0016458755	0.00071448076	0.0014268965	0.0018386004	0.14660168	0.19997773	0.21692622	0.31975767	0.111110866
t	3.7062513e-05	0.00014200658	0.00081926875	0.00015460914	0.060765542	0.07516699	0.6432511	0.17987604	0.03978737
s	0.0030980825	0.000492265	0.0010633502	0.00084244454	0.24644893	0.011195249	0.028088918	0.28289154	0.42587915
i	0.00406153	0.0017425459	0.0026631895	0.0006071405	0.3729985	0.09112556	0.20426257	0.18675874	0.1357803
i	0.025025945	0.0032053378	0.004858529	0.0038333174	0.03667552	0.058334697	0.27192402	0.37233225	0.22381037
n	0.0016999798	0.0021902448	0.018140158	0.007907762	0.018422853	0.05933645	0.31929615	0.4134189	0.15958749
ì	0.00017964024	0.0011113635	0.0111138625	0.0015150375	0.041809775	0.092179924	0.20915176	0.37837908	0.26455957
t	1.4082426e-05	8.080817e-05	0.00081407133	1.9157269e-05	0.022453995	0.012184506	0.38315654	0.53571635	0.04556043
t	0.00081566116	0.00020104951	0.0006333358	0.00037031248	0.023012925	0.00476192	0.07135966	0.6122	0.2866452
a	0.00044380032	0.00055529614	0.000810259	0.000109431814	0.007913879	0.0037913746	0.020693047	0.73979354	0.22588941
</S>	0.006088883	0.0013176989	0.0026835874	0.0017212392	0.009776281	0.0031328986	0.0090024	0.6912725	0.27500448
