 	hai	già	mangiato	</S>
ì	0.98993766	0.0018229735	9.0606954e-05	0.008148672
s	0.968858	0.02998571	0.00027229256	0.0008839253
e	0.72412145	0.2096778	0.013295246	0.05290559
g	0.8838812	0.10522138	0.0015282186	0.009369208
i	0.013141753	0.4366264	0.2369547	0.31327713
à	0.20119207	0.70008755	0.035566162	0.06315421
f	0.25269735	0.6587594	0.06431475	0.024228446
a	0.0052523795	0.07855983	0.7853739	0.13081391
m	0.03789022	0.010107368	0.54258066	0.40942177
è	0.0028501484	0.010246761	0.63222575	0.3546773
n	0.012655271	0.0032305566	0.79816145	0.1859527
a	0.0011123606	0.0023006902	0.84770995	0.14887701
</S>	0.0035022225	0.001315901	0.21917143	0.77601045
