 	non	mi	aspetti	che	non	vengo	</S>
m	0.928002	0.0017848759	0.007853132	9.010892e-05	0.000955531	0.003311298	0.058003098
ì	0.038373597	0.030265003	0.5127258	0.0827864	0.02012625	0.033573117	0.28214982
m	0.8614572	0.034686446	0.064346604	0.0005645688	0.0020481178	0.008630356	0.028266562
e	0.097581424	0.09338799	0.58413213	0.024980828	0.03334453	0.047344472	0.119228594
m	0.005081011	0.8778522	0.10694905	0.0053010522	0.0018322977	0.00022988771	0.0027545346
ì	0.002543898	0.026492156	0.6509247	0.10085449	0.030178597	0.081734225	0.10727195
n	0.0051975227	0.16742817	0.6325539	0.0119832745	0.03929511	0.038700785	0.10484134
e	0.0010819051	0.011926856	0.76416844	0.037151	0.0563463	0.07024479	0.059080668
k	0.0031345203	0.03552927	0.045246303	0.3753822	0.394688	0.07898534	0.06703437
a	0.0032499912	0.010204422	0.096428275	0.45597586	0.09059894	0.13018891	0.21335359
e	0.009758661	0.01799316	0.016007416	0.17451106	0.41961855	0.26334858	0.098762594
n	0.0011575016	0.008181209	0.0076982686	0.26991206	0.25299358	0.25774774	0.20230958
è	0.00018327765	0.00067616324	0.007096853	0.058618546	0.17686984	0.2327459	0.52380943
r	0.00020712489	0.0003481392	0.0107565615	0.007364778	0.42116895	0.5028156	0.057338875
k	0.00035164048	0.0009374558	0.014806149	0.0062598786	0.33502084	0.5503327	0.09229132
u	0.0003451932	0.00021095382	0.003499092	0.005721862	0.12910932	0.8408115	0.020302072
m	0.003412438	0.0038926655	0.012476906	0.0030293248	0.010124575	0.8590039	0.10806012
e	0.015685074	0.02628813	0.031343218	0.013656661	0.052683495	0.73514676	0.12519675
</S>	0.0038553483	0.007123103	0.011398916	0.0016509742	0.0044780825	0.6392469	0.33224663
