 	l	ho	sentito	che	veniva	</S>
a41	1.5761104e-06	6.6656985e-06	0.052579988	0.028617924	0.91858006	0.00021390319
a31	1.7946827e-09	1.4386136e-07	0.06503873	0.0028624646	0.93208796	1.0637831e-05
a24	2.3818106e-05	0.0017053727	0.07587053	0.9147253	0.0051343325	0.0025406673
a15	8.199412e-06	5.4274275e-05	0.4197782	0.11397114	0.46605128	0.00013690915
a28	9.451559e-08	4.5081106e-07	0.2932614	0.12268623	0.5838566	0.00019519785
a0	0.0026558	0.04884245	0.017649183	0.5549876	0.16642813	0.20943686
a31	8.9003974e-05	0.007777026	0.0107468385	0.26814786	0.64497304	0.06826623
a11	1.349571e-07	1.2139452e-05	0.02436481	0.14430079	0.8310627	0.0002594344
a31	0.03465862	0.81940246	0.0034295667	0.0849255	0.012679013	0.044904858
a39	1.7049882e-05	0.000784958	0.031122463	0.18078849	0.78399634	0.0032906772
a20	0.06888172	0.91329306	0.0001870934	0.007863683	0.0015040735	0.0082704285
</S>	0.07600706	0.86783755	0.0009104505	0.017039238	0.013152276	0.025053391
