 	ho	messo	uno	specchio	sul	muro	</S>
a8	3.772909e-05	0.99019265	5.150438e-07	9.364558e-06	0.009100402	0.00050488	0.00015452855
a31	2.7044684e-05	0.0053277356	9.641156e-08	2.1112957e-05	0.0005275572	0.9935308	0.0005656251
a17	0.013161796	0.8198583	1.9983865e-05	0.00069989724	0.00027217675	0.16579853	0.00018935569
a11	0.0006711823	0.99930036	9.139471e-08	3.1435948e-07	2.8608745e-06	2.5075024e-05	9.035198e-08
a31	0.00011901552	0.9849342	2.9772428e-08	3.138868e-07	6.90423e-05	0.014798281	7.899531e-05
a20	1.1662374e-05	0.99207556	3.530453e-08	3.8094947e-07	0.005820662	0.0020022164	8.955836e-05
a31	0.06497675	0.06071439	3.1126347e-05	0.00041976292	0.00052502274	0.8666797	0.0066531296
a37	1.01057385e-05	0.9998702	4.606976e-09	1.1381734e-08	7.5987795e-05	3.967953e-05	3.935263e-06
a24	0.37075645	0.3177706	0.00037848108	0.0023439378	0.00029283747	0.30716586	0.0012918236
a28	0.26243877	0.58734524	3.1876687e-05	0.00038418092	2.1994798e-05	0.14959046	0.00018752541
a31	0.26860884	0.5855651	0.00046561685	0.0040844968	0.00013824264	0.14075851	0.00037928007
a24	0.00011645086	0.99947506	2.8644296e-08	3.1065036e-07	9.361257e-07	0.00038990864	1.7294964e-05
a35	0.7553237	0.05808974	0.009078781	0.03157922	0.00018601926	0.14479513	0.00094731804
a31	0.16770592	0.40568388	0.063539535	0.09879638	0.0028016889	0.24788608	0.013586656
a20	0.0021678482	0.9930473	5.5999925e-07	6.8219474e-06	1.4160046e-06	0.0043308404	0.00044505327
</S>	0.6273305	0.04522596	0.102292635	0.10139254	0.00097236485	0.10121544	0.021570552
