 	prima	di	andare	alla	scuola	</S>
a7	4.203031e-05	0.9706961	0.020142978	0.008462359	5.386859e-07	0.00065604143
a11	4.1052525e-07	0.95702386	0.042425316	0.00016424627	0.00036091515	2.5101966e-05
a43	0.000130625	0.0015455416	0.99336	0.0035524003	0.0013788312	3.2615633e-05
a20	0.0037755119	0.0028132738	0.008350664	0.0024519565	0.9417592	0.04084943
a31	0.004352823	0.027000796	0.060378235	0.0009610964	0.86046904	0.046838034
a20	4.604665e-06	0.017471772	0.9707643	0.0066769044	0.0031848883	0.0018975734
a31	0.029409679	0.38679895	0.08375972	0.017325077	0.38142085	0.10128579
a20	2.5522322e-06	0.021328494	0.97374314	0.0010460231	0.003501699	0.00037814816
a31	0.057691395	0.42415944	0.026610745	0.011635592	0.396351	0.0835518
a20	1.3394601e-05	0.042703543	0.902335	0.0007459902	0.053769555	0.00043251275
a31	0.07905532	0.49935615	0.015672514	0.0077016386	0.36459756	0.03361685
</S>	7.449528e-05	0.07648254	0.21502513	0.00013960076	0.7069868	0.0012914
