 	io	non	ho	cosa	da	mangiare	</S>
a31	0.9492025	0.0109066805	3.994582e-05	0.000105717714	6.0620117e-05	0.038884223	0.00080033176
a37	0.9798126	0.016003499	2.8381462e-06	0.00057992653	1.829657e-07	0.0036002416	6.686323e-07
a31	0.06853472	0.5577023	0.018565407	0.3542111	2.2359183e-08	0.0009863675	2.2679612e-07
a18	0.23148224	0.2326713	0.0027607116	0.5244114	0.0005573396	0.008106224	1.0812988e-05
a31	0.005044626	0.40867114	0.15600203	0.4268501	3.9601045e-07	0.0034240016	7.648929e-06
a11	0.8935863	0.09462589	2.9664916e-05	0.00756591	6.602824e-05	0.004122944	3.337755e-06
a37	0.021725163	0.9612914	0.0024385885	0.014331492	4.4727815e-07	0.00021170817	1.4083088e-06
a15	0.136058	0.81811637	0.021729266	0.02373968	9.27059e-06	0.00034286507	4.6116375e-06
a39	0.4927806	0.33899903	0.027845282	0.13855909	3.1542238e-06	0.0018094702	3.45406e-06
a31	0.22342065	0.208931	0.16786593	0.35205957	0.019162405	0.027183166	0.0013772743
a39	0.85407776	0.020845573	0.0011447317	0.10346673	2.3876041e-06	0.02038041	8.250231e-05
a20	0.063800715	0.2824548	0.28031853	0.352267	0.005916416	0.013553763	0.0016888251
a24	0.14720719	0.3624752	0.20142029	0.25229803	0.0029816877	0.025599346	0.008018364
a31	0.025373653	0.36053765	0.4754748	0.13274808	0.0018069919	0.0019377773	0.0021210045
a46	0.33216	0.24181302	0.026804198	0.3504732	0.0004867007	0.034735344	0.01352754
a31	0.015070562	0.16180216	0.469215	0.15931989	0.027912628	0.086606346	0.08007334
a3	0.2163626	0.33353725	0.05928476	0.24332044	0.0024249654	0.09943022	0.045639757
a31	0.004406153	0.11643582	0.78213745	0.07207873	0.0038574538	0.009236741	0.01184777
</S>	0.11635788	0.32519466	0.07143062	0.31956547	0.0037569774	0.1135373	0.05015717
