 	non	ho	cosa	a	fare	</S>
a8	0.86608374	0.003050288	0.016678095	0.0643795	0.040576037	0.009232391
a31	0.03900753	0.00034087186	0.0009073401	0.031404253	0.91419226	0.014147766
a37	0.45042017	0.0122750215	0.4060082	0.11021375	0.020999316	8.350895e-05
a11	0.855521	0.0051003806	0.13918467	0.0001890119	4.8602747e-06	3.991546e-09
a13	0.9792228	0.00038981537	0.01475427	0.0035221237	0.0020976714	1.33454805e-05
a20	0.7231257	0.019517578	0.16260105	0.011598507	0.08237031	0.0007869591
a31	0.13705914	0.092231855	0.2036974	0.0059387363	0.55779904	0.0032738599
a8	0.1908893	0.002585433	0.78877205	0.012839862	0.004775046	0.00013834352
a31	0.045488354	0.22788784	0.04354001	0.03325782	0.6051207	0.044705182
a46	0.083220206	0.031343482	0.79453933	0.0015174862	0.07472251	0.014656969
a8	0.20489006	0.636809	0.06693442	0.006029241	0.07498586	0.010351454
</S>	0.26621518	0.49975234	0.1877587	0.0057397243	0.0284003	0.012133737
