 	sul	muro	vuole	uno	specchio	</S>
a31	0.9607727	0.038171884	0.00018026636	1.9466165e-07	0.000674347	0.00020056384
a39	0.07335711	0.9245917	6.477413e-05	5.2419256e-08	0.0019524099	3.394804e-05
a35	0.00063955557	0.9988456	0.00039920778	1.0319708e-07	0.00011552452	4.9262887e-08
a31	0.009542484	0.9887234	0.0005389571	9.155368e-08	0.0011500783	4.491662e-05
a2	0.9889337	0.010881756	1.5820417e-05	1.1415732e-08	5.0202052e-05	0.00011857768
a0	0.6091149	0.17497805	0.0017744487	7.1946733e-06	0.003899179	0.21022627
a20	0.029626718	0.89215523	0.037873387	0.0030545127	0.028868996	0.008421142
a18	0.051976155	0.78515303	0.028802993	0.001388698	0.1134043	0.019274905
a31	0.05494023	0.49496505	0.06576822	0.009495444	0.34906146	0.02576956
a0	0.13909276	0.82308733	0.006531755	2.9755198e-05	0.024712512	0.006545966
a31	0.009082225	0.27578846	0.24889103	0.21141058	0.2282574	0.026570335
a46	0.05924427	0.86813474	0.0119919125	0.00021288468	0.049968112	0.010448092
a33	0.0043199076	0.3034038	0.3780097	0.2621352	0.03144025	0.02069114
a8	0.066376336	0.24154751	0.5108141	0.11046057	0.046736058	0.024065422
a31	0.10886191	0.20735198	0.47122845	0.077452555	0.057045568	0.0780596
</S>	0.6727542	0.15302478	0.10745775	0.014998225	0.015502278	0.036262717
