 	quella	famiglia	non	ha	da	mangiare	</S>
a20	2.7321626e-08	0.99752074	0.0011861225	2.5137035e-05	8.177169e-06	0.0012279821	3.1767402e-05
a31	9.3569e-10	0.9963947	0.0010320849	8.7068845e-05	2.1599836e-07	0.0024773763	8.548708e-06
a37	3.3767587e-09	0.040504284	0.8723702	0.015418887	9.057897e-06	0.07119552	0.0005020569
a31	2.6017792e-09	0.7198256	0.2739793	0.0010402887	6.356064e-08	0.0051497435	4.9508117e-06
a13	4.6637322e-11	0.1042571	0.8787378	0.0021610588	2.2220067e-05	0.014763643	5.8110825e-05
a31	1.4501351e-06	0.0048207194	0.9162153	0.04255909	7.046705e-07	0.036093075	0.00030972718
a43	2.0561248e-09	0.91357595	0.055431847	0.0005561683	1.19271845e-05	0.030356744	6.719738e-05
a31	0.006178118	0.068540744	0.39626446	0.47092015	0.002890167	0.045826048	0.009380247
a20	2.9953068e-08	0.98600453	0.003264991	0.000977465	4.834549e-07	0.009702926	4.974722e-05
a31	0.011041768	0.06478787	0.84099776	0.056072988	7.3154224e-05	0.023276698	0.0037496313
a11	8.97478e-08	0.98949534	0.004435251	0.00081657537	3.5825795e-07	0.0051910332	6.119227e-05
a31	0.059454985	0.013454872	0.6715355	0.23630577	0.00021132482	0.011605401	0.007432029
a30	1.0742655e-06	0.9881274	0.0041319365	0.0032894886	1.7360888e-06	0.004287433	0.00016073817
a31	0.28997967	0.017258145	0.22276409	0.44746083	0.0007204127	0.009230895	0.012586024
a42	4.7946498e-05	0.95664155	0.006131755	0.017654698	3.4956516e-05	0.017328868	0.0021601487
a20	0.53172475	0.28501815	0.06346605	0.01201764	0.002491799	0.033402167	0.071879424
a31	0.15828228	0.5548923	0.024123112	0.0061660493	0.011629891	0.045602143	0.19930422
a20	0.0019959407	0.97751915	0.008882224	0.003373372	0.00036343283	0.0030763345	0.0047895173
</S>	0.934104	0.00096029165	0.008586141	0.039243948	0.0086415205	0.0013399237	0.007124141
