 	ora	ho	finito	di	scrivere	</S>
a23	0.8915467	0.0052194824	0.07694942	0.02346498	0.0015039307	0.0013153952
a31	0.13679336	0.0019458795	0.0049749757	0.07885463	0.77412087	0.003310228
a28	0.75258493	0.005821668	0.18229333	0.04998888	0.009287818	2.3299854e-05
a31	0.16168863	0.0022279317	0.8356936	0.00037986322	9.985239e-06	4.6859374e-09
a41	0.15720443	0.0005942397	0.7817382	0.06023828	0.00022405751	7.6987897e-07
a21	0.22555369	0.0075317	0.59589183	0.13414022	0.03685252	3.004441e-05
a24	0.54690397	0.0045433072	0.2300912	0.08989778	0.12805085	0.0005129151
a31	0.13515371	0.017190816	0.74897385	0.038358245	0.06019448	0.00012896924
a39	0.26247117	9.6816846e-05	0.7166461	0.020251304	0.00050145	3.3163946e-05
a31	0.081329055	0.26102117	0.09591853	0.06310976	0.49260315	0.006018397
a28	0.23030469	0.0007056256	0.68887544	0.06964907	0.010319934	0.00014530683
a31	0.10381815	0.45324022	0.039821986	0.024726966	0.3744616	0.0039310483
a20	0.5284457	0.006767654	0.2348816	0.025627023	0.19510089	0.009177108
a37	0.05086433	0.672405	0.011994553	0.004846711	0.2538336	0.0060559255
</S>	0.06581951	0.80451286	0.016303118	0.0007144782	0.08739982	0.025250211
