 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.00030248036	0.9982254	0.0014471821	9.761378e-07	1.2330445e-06	2.5391655e-06	1.6914868e-05	3.364788e-06
a27	0.0042344118	0.77451116	0.2122731	6.557875e-05	0.0022807335	0.00030667803	0.006121896	0.00020645947
a8	0.000966848	0.81062204	0.18832089	2.929321e-06	6.663989e-05	2.1299459e-06	1.8482197e-05	1.1263761e-07
a28	0.00045828565	0.17796424	0.7388679	0.010211766	0.03959432	0.00019812655	0.0313901	0.001315299
a31	1.7761187e-05	0.7924588	0.20751353	5.204689e-07	7.380777e-06	1.0191763e-08	1.9510132e-06	4.8693805e-09
a24	2.905708e-06	0.97711474	0.022881728	4.1675463e-09	2.9841206e-07	7.25243e-08	2.6378484e-07	8.881808e-09
a31	0.0008293488	0.016826786	0.96551335	0.0031518377	0.013147514	1.6608178e-07	0.0005289353	2.0701277e-06
a10	4.9306266e-07	0.9996445	0.0003547667	7.630916e-09	1.3544891e-07	3.2686204e-10	3.3404294e-08	3.3348813e-10
a20	0.0071643367	0.002713685	0.7193146	0.07439111	0.19076613	6.2670742e-06	0.005597963	4.5973648e-05
a31	0.004795344	0.10685468	0.3385256	0.08846079	0.36323586	0.0025511077	0.08736964	0.008206974
a39	5.6966925e-05	0.9921887	0.0070341546	7.017952e-05	0.00058726	8.0541085e-08	6.1682345e-05	9.497706e-07
a31	0.00570523	0.01652855	0.27190349	0.14152299	0.52581304	0.0011801375	0.035656877	0.0016897196
a18	0.00017743313	0.98164487	0.01531047	0.00035220594	0.002331006	2.4976936e-07	0.0001800119	3.7990692e-06
a31	0.0084541505	0.021661207	0.11039843	0.1741853	0.62646365	0.004786317	0.049739785	0.004311152
a17	0.007718488	0.51564616	0.30410808	0.022407481	0.14114664	6.4656188e-06	0.008549481	0.0004171662
a31	0.021605717	0.005195854	0.08838349	0.3412779	0.52052724	0.002157979	0.016676532	0.0041753184
a8	0.16488774	0.20067391	0.27006048	0.058607675	0.27293366	0.00018043931	0.02906287	0.0035932022
</S>	0.073749214	0.0038231278	0.032229424	0.5910651	0.13319907	0.023648761	0.0791557	0.06312957
