 	non	mi	aspetti	che	non	vengo	</S>
a31	0.00057116244	0.44681454	0.4919396	0.04166644	0.018795175	0.00018030258	3.2857548e-05
a37	5.7630405e-06	0.0008123699	0.9793849	0.01959136	0.00016121045	4.4222623e-05	8.290322e-08
a31	0.0032963138	0.0025639324	0.6192436	0.065824196	3.7421512e-05	0.30903402	5.448205e-07
a24	0.00032386274	0.0028428596	0.8470102	0.14428404	0.0041553797	0.0013700493	1.3490792e-05
a46	0.0025279184	0.00037905053	0.04348564	0.037280872	0.00010211245	0.9162227	1.708179e-06
a31	6.0102357e-05	0.0005497739	0.057031527	0.0064866985	0.023798129	0.91023594	0.0018377785
a1	8.8402185e-06	0.00027904267	0.94971097	0.04415835	0.005341724	0.00050069374	3.4083914e-07
a31	0.00030046576	0.0039208895	0.011465623	0.0020317682	0.002450508	0.97672266	0.0031081147
a20	0.00048232172	0.004406724	0.7428831	0.23092507	0.010631671	0.010670464	8.3807186e-07
a41	0.0033909543	0.117012314	0.022747101	0.013815402	0.0023653721	0.8392678	0.0014010451
a31	0.004204925	0.021726755	0.3790501	0.24415402	0.025922239	0.32469004	0.00025190564
</S>	0.0024779213	0.019564092	0.04701283	0.14122225	0.015519284	0.77409685	0.00010677859
