 	sta	e	dorme	nel	letto	</S>
a33	0.002554512	0.9972119	0.000115126764	2.2634361e-10	6.802121e-08	0.000118416625
a31	0.012034483	0.827176	0.035216894	3.5292478e-06	0.0027744335	0.12279469
a37	0.63038963	0.096896514	0.25349474	4.9137575e-06	2.1910739e-05	0.019192263
a31	0.011332429	0.025518745	0.9631416	5.0794173e-09	2.202028e-06	5.042493e-06
a13	0.085056216	0.867502	0.04646595	4.4846358e-09	4.9993344e-07	0.00097538554
a20	0.00069446984	5.1826293e-05	0.99923444	8.548664e-09	1.5665933e-05	3.5556377e-06
a24	0.011901524	0.025863381	0.93212837	7.597607e-05	0.02583077	0.004199947
a28	0.017481906	0.01601038	0.95767874	4.7917597e-06	0.008044975	0.00077933195
a31	0.04653183	0.034789	0.8985375	0.00015059384	0.0145628955	0.005428153
a35	0.0007468091	0.997619	0.0014872809	1.9958577e-09	1.6905222e-05	0.0001300329
a18	0.051196653	0.017999975	0.5722135	0.04970237	0.26155293	0.04733458
a31	0.022979632	0.20698537	0.02758201	0.066304706	0.2030302	0.47311804
a13	0.009287401	0.9806224	0.007202944	1.2679602e-07	0.00060154014	0.002285535
a39	0.068550654	0.029301958	0.76106566	0.012953752	0.11859919	0.0095286565
a31	0.039343383	0.17925267	0.04391105	0.10187052	0.34783268	0.28778973
a21	0.06181369	0.771818	0.102840655	4.4703293e-06	0.0247792	0.038743936
a31	0.03023859	0.0035950562	0.06563368	0.22353758	0.66461694	0.012378182
</S>	0.28541076	0.032944858	0.10699634	9.6525895e-05	0.4985502	0.07600134
