 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.055109188	0.041252967	1.2773257e-06	0.03227271	0.007216712	0.019000165	0.0175003	0.8259504	0.0016961475
a29	0.12210543	0.0067623165	2.5790958e-09	0.038180407	0.00021600192	0.8265491	0.005820659	0.00035954535	6.574478e-06
a31	0.03559985	0.047075655	1.2724868e-05	0.7975503	0.00049052143	0.11885366	0.0002350849	0.00017972266	2.4678188e-06
a20	0.0048440555	0.010887511	1.2221495e-05	0.87604755	0.06405561	0.038453784	0.0052452707	0.00041750702	3.650474e-05
a31	0.009556842	0.043819483	4.6604673e-06	0.74866974	0.005518681	0.19146538	0.00081791606	0.00014093009	6.3194284e-06
a28	0.022692611	0.009468795	1.0519567e-07	0.21415502	0.19308928	0.54555523	0.014621136	0.00039752468	2.0260584e-05
a3	0.026550367	0.042369597	1.101122e-06	0.032161083	0.07502044	0.82281	0.0010833413	2.978152e-06	1.0546051e-06
a35	0.048355993	0.0460235	3.167062e-06	0.03308769	0.010143055	0.8611403	0.0012455705	5.517613e-07	1.453999e-07
a31	0.049731065	0.16769896	0.00016739398	0.08347186	0.015137174	0.6671988	0.016503038	6.732716e-05	2.4428013e-05
a20	0.01610105	0.012544962	2.1262471e-07	0.10429646	0.004387251	0.8443505	0.017469747	0.00080934976	4.044694e-05
a31	0.06952428	0.26640335	0.0031141166	0.06360223	0.03761998	0.5291941	0.030365739	5.0025024e-05	0.00012624031
a28	0.15748417	0.116855085	2.0877892e-06	0.22065666	0.005402606	0.4816202	0.01375455	0.003977436	0.00024720392
a13	0.16282934	0.6707696	0.001592703	0.045622114	0.005850799	0.108392976	0.004898771	8.065043e-06	3.556754e-05
a41	0.15873918	0.7184635	0.018637381	0.06870205	0.0063393745	0.014051415	0.013493636	0.0007470314	0.0008264177
a28	0.14717229	0.6677997	0.03204905	0.050362214	0.0031274345	0.011639271	0.033301275	0.045236863	0.009312016
a31	0.36690408	0.56012964	0.04593348	0.01136023	0.0026727996	0.0016721766	0.005001633	0.002898191	0.0034276824
a20	0.6074247	0.3495154	2.7216742e-05	0.029520838	0.00035594395	0.0022381467	0.001616293	0.008064189	0.001237262
a31	0.15624203	0.46449932	0.27068192	0.026263328	0.0046333885	0.006371948	0.040137485	0.0069510266	0.02421951
a24	0.7712872	0.2057058	4.672363e-05	0.007214248	3.9546463e-05	0.00026092492	0.00045249122	0.013817456	0.0011755835
a46	0.10113108	0.733672	0.12676299	0.0040058736	0.0012275649	0.0027123545	0.014496892	0.0028827616	0.013108449
</S>	0.07360151	0.5136506	0.3735767	0.027152982	0.0052538756	0.0006683367	0.0023082774	0.00081279885	0.0029749468
