 	che	consuma	poco	benzina	</S>
a31	0.0012862601	0.005756111	0.17997523	0.80786574	0.0051167114
a41	0.00094639906	0.06272126	0.85284513	0.00015206276	0.08333504
a31	0.051649228	0.9335804	0.004372032	0.010031298	0.00036701094
a28	0.1027934	0.7984084	0.089211494	0.005254694	0.004332019
a24	0.045016427	0.94279075	0.008874107	0.00040159342	0.0029170662
a31	0.06545266	0.9104039	0.011714347	0.0044351434	0.007993969
a11	0.014629621	0.15850097	0.72696614	0.07046853	0.029434793
a31	0.13564187	0.7670955	0.07552114	7.14239e-06	0.02173438
a46	0.0064036297	0.38045543	0.5528282	0.00024959835	0.060063183
a31	0.17040595	0.55264646	0.13128684	0.00030445494	0.14535633
</S>	0.12286052	0.85615414	0.011516638	0.00018413718	0.009284571
