 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.19193685	0.0056553963	0.5802525	0.06303099	4.2884785e-06	0.03722174	0.01747656	0.100802384	0.0036192343
a20	0.68832886	7.062141e-05	0.085715756	0.04324216	1.5273225e-11	0.015012094	0.0016535235	0.16532776	0.0006492707
a28	0.7646968	0.00023812565	0.024964714	0.044035275	5.75454e-07	0.0018493911	7.443428e-05	0.16414012	6.6656247e-07
a31	0.40751725	2.0089301e-05	0.0033630226	0.20833956	1.2070903e-06	0.01255685	0.0037654946	0.3644279	8.662651e-06
a39	0.20794845	4.0577725e-05	0.3183552	0.22531542	3.9083453e-08	0.114420466	0.08354273	0.0502358	0.00014132948
a24	0.012847362	0.0017385655	0.027288046	0.012826594	6.7148816e-05	0.005502591	0.007473774	0.9319357	0.0003200956
a31	0.071993835	0.0008146227	0.023129342	0.026385212	0.00016187949	0.007491363	0.0036583422	0.86631584	4.9614147e-05
a17	0.02160994	8.6418935e-05	0.39750025	0.028034909	1.999091e-05	0.021302348	0.0041968557	0.52691144	0.00033788983
a31	0.013046818	0.0130412085	0.011621225	0.001716835	0.0012560465	0.010770177	0.011760937	0.92281675	0.013970108
a39	0.019207306	0.00019551274	0.17020106	0.012790858	3.510338e-05	0.008218486	0.0026874363	0.7861619	0.0005022933
a41	0.036205195	0.03252678	0.017853184	0.0013780124	0.0011212969	0.0099157775	0.004559916	0.8906732	0.0057665776
a31	0.072428435	0.039164692	0.11694942	0.0033352922	0.012571168	0.015349038	0.010069079	0.72099876	0.009134174
a33	0.035992622	0.0025605864	0.21204168	0.0023289605	0.00038083483	0.007025451	0.0014944738	0.73599774	0.0021775272
a31	0.017670117	0.025557214	0.012968841	0.004921544	0.0132246725	0.012737677	0.009830287	0.86946213	0.033627518
</S>	0.859468	0.060795	0.055427294	0.00013389275	0.007300776	0.00064999313	0.00022722511	0.015442902	0.0005549298
