 	dovevo	comprare	il	pane	</S>
a31	0.0023849932	0.029414626	0.16382752	0.8030886	0.0012842463
a46	0.13066185	0.171762	0.3030178	0.39151073	0.0030477
a31	0.52760047	0.003983376	0.022085698	0.44140607	0.004924352
a18	0.13958009	0.07024879	0.69287825	0.09649675	0.0007960963
a13	0.9089669	0.03442423	0.018598137	0.037738718	0.00027206726
a0	0.6358703	0.098046206	0.03091501	0.23017961	0.0049888277
a20	0.42327175	0.4916892	0.06195944	0.019548865	0.00353077
a7	0.13871594	0.70439106	0.1263518	0.02491601	0.0056252726
a20	0.29077986	0.57374746	0.0812809	0.011890064	0.042301793
a31	0.031793084	0.3204076	0.18661815	0.030402036	0.4307791
a11	0.028875357	0.6588811	0.2837669	0.016770527	0.011706093
a39	0.72144544	0.18800502	0.048963025	0.008013652	0.03357286
a31	0.2402282	0.2885718	0.14847551	0.054646477	0.268078
a13	0.11081001	0.6249104	0.057548225	0.051245652	0.15548572
a17	0.6953387	0.25430033	0.022277728	0.0052097733	0.022873478
a31	0.28498974	0.46537656	0.07281151	0.02335986	0.15346238
a46	0.1668598	0.3458852	0.044285715	0.10037097	0.34259835
a20	0.5342995	0.41124418	0.020024065	0.0038524943	0.030579738
a31	0.058020722	0.75733054	0.010345668	0.005037445	0.16926569
</S>	0.41355425	0.10990607	0.08331493	0.3545621	0.038662627
