 	è	che	è	entrato	da	qui	</S>
a31	0.0061517316	0.014825649	8.680355e-05	0.23849396	0.002743943	0.7365349	0.0011630497
a7	0.009212661	0.0055330973	0.00030148955	0.0012576539	9.9858335e-06	0.9834493	0.00023593294
a18	0.15408753	0.829123	0.013842768	4.3488926e-05	2.5451591e-08	0.002902558	7.480136e-07
a31	0.17067851	0.6453522	0.09925957	5.700206e-05	2.3687282e-07	0.08408916	0.00056331605
a46	0.0013508375	0.013369058	0.00032613525	0.013329549	0.00019632482	0.97121507	0.00021306793
a31	0.077855825	0.0504169	0.25957614	0.026695598	0.006578355	0.2744544	0.30442277
a39	0.01955731	0.5348732	0.09308746	0.05295928	0.00011824057	0.2990135	0.00039112923
a28	0.2980549	0.16976435	0.48919344	0.0058789095	0.0042780074	0.013019269	0.019811021
a31	0.08218498	0.6886132	0.22865854	1.565203e-05	2.3012224e-06	0.00048838294	3.69814e-05
</S>	0.08992682	0.638185	0.24734493	0.0043990165	9.388927e-05	0.01861518	0.0014351618
