 	sto	ancora	cucinando	</S>
a20	0.7480907	0.2516786	9.058438e-06	0.00022157902
a31	0.9637157	0.030986568	0.0028836115	0.002414218
a37	0.99702054	0.0018853885	1.8314078e-05	0.0010758014
a20	0.8880922	0.008970982	0.102933705	3.04459e-06
a31	0.8294168	0.12005183	0.050462946	6.84446e-05
a30	0.9839787	0.016021045	6.906063e-08	2.4161196e-07
a46	0.019987322	0.015914219	0.9636913	0.00040716917
a31	0.1530212	0.13901122	0.47579837	0.23216918
a39	0.7979994	0.20152633	0.0001336052	0.00034073583
a15	0.097648606	0.08228712	0.64197737	0.17808692
a20	0.5427712	0.23573749	0.1930594	0.028431894
a22	0.013709759	0.006942032	0.09194265	0.8874055
a31	0.024288205	0.019066438	0.8975186	0.059126757
a46	0.17224215	0.0357906	0.637043	0.15492424
</S>	0.032996345	0.0080205705	0.6759382	0.28304493
