 	si	è	rotta	la	coppa	</S>
a31	0.0010460519	0.004787384	0.00715454	0.8836718	0.06308472	0.040255465
a20	0.00020083248	4.477014e-05	0.6386539	0.008576321	0.34882438	0.0036998368
a19	0.0024349361	0.00014111734	0.99022746	4.381002e-05	0.0071463594	6.272812e-06
a18	0.021561513	0.00091498456	0.31852108	0.001745119	0.64483047	0.012426828
a27	0.012992468	0.011924594	0.25989398	0.004752236	0.6952918	0.0151448855
a31	0.048570354	0.027279403	0.4064602	0.0047335355	0.47948694	0.033469576
a39	0.007599053	0.016244316	0.43127653	0.15349804	0.19816893	0.19321312
a31	0.018072475	0.042515423	0.0007182861	0.08657016	0.5212764	0.33084723
a46	0.018529123	0.030942967	0.2573635	0.017265022	0.37947208	0.29642728
a31	0.014360153	0.022010053	0.0003135478	0.058090653	0.85026264	0.05496293
a20	0.3197223	0.110013805	0.54563177	6.29297e-05	0.01586435	0.008704937
</S>	0.23374537	0.26563308	0.003563725	0.021532366	0.47116625	0.004359286
