 	non	ho	cosa	a	fare	</S>
a8	0.86608374	0.003050288	0.016678095	0.0643795	0.040576037	0.009232391
a31	0.03900753	0.00034087186	0.0009073401	0.031404253	0.91419226	0.014147766
a37	0.45042017	0.0122750215	0.4060082	0.11021375	0.020999316	8.350895e-05
a10	0.855521	0.0051003806	0.13918467	0.0001890119	4.8602747e-06	3.991546e-09
a37	0.9867329	0.0007621681	0.011224514	0.0006734595	0.000604695	2.3524144e-06
a10	0.94629073	0.00096396945	0.042379614	0.0032081502	0.006930933	0.00022658112
a0	0.8289455	0.03483015	0.12661204	0.00073492	0.008781068	9.6258904e-05
a20	0.89137465	0.05723303	0.040169068	0.00010208847	0.0108677745	0.00025344655
a17	0.8740593	0.0789653	0.03876065	8.250879e-05	0.0079471	0.00018497324
a20	0.6107103	0.31894493	0.055992708	9.373144e-05	0.013914331	0.0003439802
a8	0.4880263	0.45795208	0.028628282	0.000104260005	0.023965012	0.0013241314
</S>	0.44395375	0.38506675	0.059402023	0.0036104715	0.09704663	0.010920529
