 	devo	pulire	l	albero	</S>
a39	3.1493796e-06	0.99995077	4.800202e-06	1.2821137e-07	4.125312e-05
a31	2.7125383e-08	0.9999908	1.2184848e-06	2.3235227e-08	8.023752e-06
a35	3.1596616e-07	0.9998976	3.1092877e-05	2.8349697e-05	4.252487e-05
a31	1.311375e-05	0.9995888	0.00038228303	3.1970973e-08	1.584952e-05
a20	7.74977e-10	0.9999999	5.2078275e-09	2.1760126e-08	1.0662015e-07
a31	0.00067524007	0.97652483	0.016937347	2.1643554e-07	0.0058624772
a37	6.824157e-11	0.9999994	1.3111431e-09	4.234091e-10	5.67515e-07
a1	0.009747834	0.59330755	0.3657704	8.75432e-07	0.031173307
a20	0.000518559	0.9907479	0.0032095914	0.00025801253	0.0052658403
a31	5.6467157e-05	0.99851376	0.0007409575	2.5419347e-06	0.0006863944
a39	3.150377e-07	0.9997758	4.584668e-05	2.1640498e-07	0.00017768011
a10	0.0021970172	0.9491464	0.045339596	0.00061084505	0.0027061505
a29	0.009369995	0.78086096	0.19631125	0.00041009224	0.013047616
a46	0.007980208	0.89250976	0.08955813	0.00020701817	0.009744839
a31	0.009773382	0.8131847	0.042803656	0.05110113	0.08313711
a20	3.7610687e-06	0.99773383	0.00088051165	7.6804895e-07	0.0013811525
a13	0.013542919	0.40799153	0.3408319	0.158743	0.07889069
a20	0.01159929	0.52616477	0.36434585	0.0010807303	0.0968093
a31	0.0325194	0.18292373	0.5291171	0.056707434	0.19873226
a11	0.0040088627	0.78729475	0.15430161	5.6604098e-05	0.054338306
a17	0.01679255	0.0017562881	0.8610718	0.0845462	0.035833128
a20	0.05343628	0.028163735	0.810038	0.02556719	0.082794875
</S>	0.053435728	0.018186655	0.72359115	0.06087411	0.1439123
