 	il	muro	vuole	uno	specchio	</S>
a23	0.47252795	0.5156501	0.0011425298	5.1163374e-07	0.008732641	0.0019462545
a20	0.12580474	0.07636097	0.00023515856	1.1531883e-05	0.7686526	0.028935004
a31	0.14998052	0.8453045	9.873066e-05	5.0281347e-08	0.0046155597	6.761254e-07
a24	0.39503744	0.59826225	0.004646473	1.9610135e-05	0.002017138	1.7104834e-05
a31	0.17435342	0.8233352	0.00030047135	3.368132e-08	0.002007653	3.3104354e-06
a13	0.60734296	0.3882284	0.002327828	1.5556785e-06	0.0020964213	2.8851039e-06
a39	0.21448813	0.68688864	0.005459065	2.912666e-05	0.057696622	0.03543844
a20	0.08223995	0.8050455	0.010780561	0.00024562087	0.0961736	0.005514735
a31	0.05735086	0.61018956	0.034285963	0.0038524433	0.28972515	0.004595963
a24	0.28512445	0.70292276	0.011526673	6.870154e-07	0.0003896973	3.566862e-05
a8	0.0855184	0.805981	0.03556917	0.009959686	0.05952085	0.0034509613
a31	0.034835752	0.12825663	0.09401813	0.081566565	0.5843175	0.07700543
a20	0.22504346	0.7603757	0.011793708	1.4944799e-06	0.0024271344	0.00035858064
a31	0.09530693	0.3170978	0.1223011	0.14471677	0.2982233	0.022354046
a29	0.16630988	0.820764	0.0048607695	1.1567393e-05	0.0064204005	0.0016333709
a31	0.12344298	0.59117633	0.12768446	0.10497117	0.044583704	0.008141351
a8	0.23796333	0.65166295	0.020539999	0.00036818517	0.08357537	0.005890117
a20	0.053749662	0.4716367	0.27378753	0.14059076	0.023016656	0.037218664
</S>	0.03457943	0.489954	0.35923526	0.026446616	0.043530367	0.04625431
