 	ho	cosa	a	fare	</S>
a23	0.00064463564	0.23512657	0.7277152	0.033867355	0.002646209
a17	0.00013979324	0.005324866	0.16102389	0.8128214	0.020690108
a31	0.00095196057	0.31313393	0.06328514	0.6226085	2.049072e-05
a8	0.0021975783	0.031231636	0.05465069	0.9113814	0.0005386771
a31	0.0072013466	0.00016459242	0.002077563	0.85551155	0.13504496
a13	0.00013884128	0.009899061	0.09907736	0.89030105	0.0005835741
a24	0.015325867	0.047383036	0.06614793	0.83951086	0.031632304
a31	0.30650538	0.42830342	0.040125962	0.22409192	0.00097323675
a13	0.0006314775	0.4821221	0.5042081	0.012991002	4.728436e-05
a31	0.09535652	0.12817904	0.05553138	0.41414598	0.30678704
a18	0.00016370595	0.2673141	0.7274655	0.005018461	3.82278e-05
a0	0.36871603	0.4919144	0.0215056	0.07675309	0.04111092
a39	0.0921699	0.8909644	0.0038235118	0.009894002	0.003148232
</S>	0.2567657	0.7392412	0.0016577113	0.0018204616	0.00051500066
