 	lo	sentii	che	viene	</S>
a43	2.7855272e-06	0.9999136	8.075868e-05	8.347691e-09	2.8693264e-06
a17	0.0005997532	0.92768335	0.046228208	4.1907533e-05	0.025446882
a11	0.0011774732	0.9893618	0.009457768	4.069011e-07	2.476169e-06
a31	0.050026156	0.843396	0.106565736	3.2820356e-06	8.753155e-06
a46	0.00662936	0.01252508	0.97985315	2.318529e-05	0.0009692176
a6	0.00022289487	0.9793473	0.011028195	0.00045786117	0.008943808
a31	0.023862362	0.2716583	0.36852372	0.21587908	0.12007656
a15	0.0015716581	0.2555377	0.74213684	2.165457e-06	0.0007517522
a20	0.052485164	0.00818942	0.9386083	0.00039647432	0.00032065855
a31	0.09348742	0.050729487	0.3867667	0.37229326	0.09672315
a17	0.002777226	0.85228723	0.14482272	2.3630791e-06	0.000110402856
a31	0.08935378	0.000787265	0.88676095	0.020790884	0.002307072
a13	0.0005676361	0.9282999	0.07092255	6.122301e-07	0.00020922392
a39	0.12857923	0.00016032437	0.74354684	0.123861015	0.0038526044
a46	0.059461173	0.002161122	0.28205198	0.61106515	0.045260597
a31	0.10998192	6.089395e-05	0.111841165	0.75823087	0.019885255
a18	0.96847826	0.0004973889	0.030411454	0.00038438023	0.00022858461
</S>	0.2003619	0.00026124885	0.07077637	0.7208695	0.007730998
