 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.14105366	0.77916247	0.04606005	0.0003835592	0.00815131	0.020035839	9.50906e-07	0.0051521007
a20	0.20847265	0.3136467	0.14630993	0.026064208	0.3029249	0.002061809	0.00012755132	0.00039227938
a8	0.56403977	0.34585917	0.08865826	2.9432129e-05	0.0013813408	3.1040843e-05	1.6290309e-07	8.351904e-07
a20	0.120842114	0.23849022	0.20601226	0.038827162	0.38142717	0.007285174	0.0060494165	0.0010664335
a31	0.5507957	0.40818748	0.03957165	7.409447e-05	0.0012092926	5.8519603e-05	7.98398e-05	2.3395598e-05
a28	0.43896148	0.18129736	0.29767728	0.0016869232	0.08029906	5.4747292e-05	8.0781515e-10	2.317914e-05
a31	0.12277887	0.36871848	0.50662005	0.0010539767	0.00079574273	4.4623625e-06	2.8352319e-05	1.1033494e-07
a18	0.14035589	0.466788	0.3795966	0.0004616323	0.0126596335	0.00011761433	3.6803494e-06	1.6976008e-05
a31	0.14829235	0.31822386	0.23399018	0.11403672	0.09812833	0.006365102	0.08031323	0.0006502364
a3	0.14544816	0.44436792	0.3845375	0.003585751	0.01940837	0.000884843	0.0016508483	0.00011657788
a31	0.12519453	0.5461088	0.25225902	0.045553453	0.028730385	0.00028184563	0.0017100453	0.00016202083
a18	0.09339394	0.46244797	0.3974718	0.010884398	0.03295441	0.0006918158	0.0019607083	0.00019502472
a31	0.24784671	0.20648979	0.07440966	0.13950461	0.15067494	0.0071662143	0.15677197	0.017136078
a17	0.16444667	0.52940166	0.2701606	0.008316687	0.02116489	0.00040546156	0.0058745486	0.00022947806
a20	0.40395337	0.38527587	0.07643881	0.06452509	0.061073046	0.0005710866	0.007365762	0.0007969514
a31	0.09470296	0.58887756	0.13714905	0.035765536	0.050008737	0.0013900386	0.089009784	0.0030963672
a20	0.11385198	0.39148387	0.44147325	0.019601043	0.008427171	5.5398337e-05	0.024860391	0.00024691428
a31	0.32296443	0.27702835	0.08887432	0.13513717	0.10316002	0.0010232371	0.0690955	0.002716937
a20	0.20998397	0.5104684	0.16456182	0.00244165	0.0005642723	6.815841e-05	0.11093288	0.0009788568
a46	0.5333672	0.35082576	0.0501071	0.04285589	0.013833721	3.5116413e-05	0.008625523	0.00034965065
a31	0.094754696	0.31224802	0.14015007	0.08552191	0.02324922	0.0038682155	0.3323852	0.007822655
a46	0.101778805	0.43660772	0.11156646	0.0028368505	0.00047524707	0.0002796831	0.34026286	0.006192346
a8	0.20955107	0.22338346	0.12809703	0.14334269	0.033251166	0.0034889637	0.22953877	0.029346906
a39	0.05649321	0.70251375	0.16335697	0.019374212	0.006514078	0.004631071	0.01716961	0.029947074
a31	0.20038854	0.5491625	0.090312846	0.0364293	0.0061192587	0.0012517208	0.043622717	0.07271318
</S>	0.029705375	0.057095546	0.0069452613	0.005860816	0.00063930836	0.0013874078	0.88239074	0.015975624
