 	vuole	andare	a	Lecce	</S>
a20	0.007908075	0.83997214	0.0650147	0.066296935	0.02080811
a31	0.0026119784	0.4463583	0.3887713	0.07067573	0.09158265
a18	0.0032119893	0.050418854	0.6479348	0.010199075	0.2882353
a46	0.00047565138	0.08513693	0.91333604	0.000496471	0.0005548807
a37	0.006355583	0.109159075	0.87820673	0.0036546942	0.002623827
a23	0.0032497311	0.72096306	0.2669978	0.008506131	0.0002832832
a18	0.06884748	0.20395556	0.15769275	0.4267328	0.1427714
a38	0.0040241373	0.7199629	0.25612995	0.018886086	0.0009969804
a37	0.05613314	0.77863264	0.068268254	0.08863955	0.008326486
a31	0.038285095	0.5888952	0.24156456	0.10339428	0.027860815
a20	0.0002594941	0.35688213	0.616526	0.015003343	0.011329108
</S>	0.35994437	0.1545212	0.03674799	0.29766268	0.1511237
