 	lo	sentii	che	arrivò	</S>
a11	3.579966e-05	0.9998061	0.00015643437	4.2672949e-07	1.2152567e-06
a31	0.00062835164	0.998735	0.0006313836	4.9584955e-06	2.0488261e-07
a28	0.6559932	0.0042303926	0.33662418	0.0023595043	0.00079263264
a37	0.22736901	0.0969743	0.6733623	0.0022892843	5.0729236e-06
a20	0.0065093073	0.007573198	0.98573214	0.0001776822	7.632813e-06
a31	0.05668112	0.015205244	0.8980621	0.028350987	0.0017005239
a1	0.0012239506	0.945153	0.05360772	6.2969696e-07	1.4673023e-05
a0	0.10943663	0.0018775874	0.25461522	0.57564336	0.058427192
a17	0.19494787	0.031836305	0.7204601	0.045307904	0.00744781
a31	0.40186688	0.002469562	0.14298116	0.3787405	0.07394187
a0	0.0061780047	0.9766307	0.01697633	2.0859366e-05	0.00019419895
a46	0.28809652	0.00021295318	0.33985558	0.3622727	0.009562253
a31	0.03385854	0.00075786194	0.066777885	0.82948834	0.06911734
a18	0.47272432	0.5050789	0.003943805	0.016436629	0.0018163557
a31	0.092988245	0.000103689876	0.039338455	0.86169183	0.005877766
a39	0.72409934	0.15613073	0.010802133	0.091828115	0.017139781
a31	0.03324397	1.5785468e-05	0.0066164644	0.9529595	0.007164256
a46	0.6879907	0.042164017	0.0019759983	0.2590969	0.008772379
</S>	0.040637568	7.356894e-05	0.012738964	0.88894314	0.057606768
