 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.008746042	0.07987846	0.108918995	0.6344718	0.16397533	0.0039890506	1.2033597e-05	2.5310173e-06	5.832652e-06
a46	0.030978665	0.089930266	0.13621259	0.6894651	0.048798446	0.004596541	1.8176497e-05	2.1862319e-07	2.4518974e-08
a31	0.20601535	0.011037676	0.07619263	0.24409077	0.21819633	0.01746812	0.18006395	0.04671039	0.0002247624
a27	0.0052570356	0.020807307	0.051093247	0.07459138	0.540541	0.28583875	0.021116635	0.0007333679	2.1284852e-05
a41	0.33331987	0.09906346	0.06524941	0.27312842	0.14471449	0.051334444	0.032970052	0.00021900276	8.9659255e-07
a1	0.03338881	0.01627503	0.16319102	0.37182346	0.114501014	0.25712425	0.043589417	0.00010660486	3.7943477e-07
a21	0.0012063237	0.0007059825	0.03625706	0.93627536	0.005257566	0.0044407425	0.010749396	0.005086362	2.117263e-05
a31	0.004789952	0.02271704	0.24609773	0.68412316	0.019115014	0.010882203	0.010445076	0.0018278696	1.9635918e-06
a13	0.00024646614	0.034260944	0.18800119	0.7352099	0.02277488	0.018814903	0.0006756178	1.5588657e-05	5.5368344e-07
a31	0.1358719	0.25237784	0.189828	0.030165052	0.16010937	0.05191336	0.15201543	0.027655492	6.353424e-05
a41	0.00014020603	0.039049424	0.2565336	0.61081153	0.07973553	0.013601027	0.00012402993	4.2890197e-06	3.639875e-07
a35	0.075175256	0.09415023	0.048756965	0.0026973987	0.04924976	0.015003653	0.51269716	0.20131794	0.000951685
a31	0.02850826	0.11343335	0.25680944	0.093535036	0.053416982	0.017722445	0.2868772	0.14677438	0.0029228393
a14	0.013771316	0.28053576	0.3181244	0.19233215	0.08719451	0.028543076	0.07700317	0.0023982679	9.727812e-05
a28	0.32332826	0.16388716	0.07173968	0.0051928475	0.1017942	0.031871025	0.2669345	0.03508807	0.00016429336
a31	0.17697504	0.056208204	0.025829326	0.003228651	0.032315526	0.012963467	0.57647485	0.11486343	0.001141494
a0	0.021292409	0.19795671	0.47059324	0.13574843	0.071218014	0.017966695	0.07424387	0.010605589	0.00037510143
a31	0.13131277	0.019588325	0.0019545208	4.788917e-05	0.006251101	0.0016089109	0.68660516	0.14809246	0.0045389053
a46	0.62103266	0.20989609	0.038449343	0.091911376	0.008704718	0.00015189325	0.017056588	0.0103592	0.0024380968
a17	0.3108608	0.14830735	0.010096117	0.00018609644	0.019602062	0.0041927504	0.20314816	0.22001246	0.083594255
</S>	0.15774477	0.24170364	0.023324894	0.0037255571	0.017057836	0.0007585708	0.008293843	0.115983725	0.43140712
