 	voglio	che	Maria	viene	domani	</S>
a33	0.051070265	0.65420175	0.2751534	1.04648706e-07	1.6202798e-06	0.019572884
a31	0.020284194	0.0712877	0.11591222	3.8033482e-05	0.0042501707	0.78822774
a11	0.14777501	0.063031845	0.7885137	4.7872498e-05	7.4892896e-06	0.0006240834
a31	0.004397881	0.0049527767	0.9906489	7.381082e-09	3.3298443e-07	1.3362971e-07
a18	0.0026645716	0.008929876	0.9884029	4.4120839e-07	1.5284384e-07	2.0959897e-06
a31	0.060320284	0.035832785	0.90222555	5.6097672e-08	0.00035381864	0.0012673942
a42	0.019028105	0.054222804	0.92664677	8.6249e-09	1.6760953e-07	0.00010202839
a37	0.042810753	0.14257556	0.26416785	0.0056729205	0.37250823	0.1722647
a31	0.047037218	0.23522918	0.65255994	0.00012153359	0.02650881	0.038543306
a20	0.0017658921	0.05837991	0.93981063	3.7571932e-09	2.608345e-06	4.1024796e-05
a31	0.10644448	0.32730412	0.15749057	0.0130214505	0.3366876	0.059051692
a8	0.027249768	0.3908357	0.5712426	7.4168565e-06	0.0013152079	0.009349272
</S>	0.034589894	0.033344217	0.023350934	0.03113676	0.8603847	0.01719352
