 	il	ladro	è	entrato	da	qui	</S>
a31	0.13578025	0.05393325	0.0008246791	0.48244268	0.0034323735	0.31965184	0.0039349566
a17	0.038433433	0.77479905	0.009337156	0.0016070222	1.1083837e-05	0.1756412	0.00017106328
a37	0.0032934567	0.9931967	0.0032329173	1.0026462e-05	2.2299436e-09	0.00026646373	3.4527173e-07
a35	0.002944724	0.9829199	0.0062823202	9.395451e-05	2.6011963e-07	0.007678121	8.072118e-05
a18	0.009671374	0.89704955	0.07745184	0.00046280588	1.8070815e-06	0.015198864	0.00016376254
a31	0.011006449	0.75467736	0.22838125	0.00016955852	4.5829374e-06	0.005680954	7.9821024e-05
a24	0.06115102	0.23489298	0.04038627	0.079720944	0.0005551191	0.58184785	0.001445811
a31	0.07475803	0.35307896	0.5136992	0.0014581628	0.031436827	0.008226491	0.017342364
a16	0.03485775	0.4264466	0.0620305	0.3529418	0.0004484596	0.1205113	0.0027634187
a31	0.028231751	0.048492357	0.3993069	0.04068797	0.22665024	0.1835073	0.07312357
a46	0.01531297	0.790673	0.1861116	0.00048401504	9.904098e-06	0.0062003187	0.001208233
a31	0.0999086	0.11012634	0.59071356	0.015818818	0.08062539	0.05660519	0.046202157
a46	0.028824331	0.915383	0.053301904	6.077723e-05	1.4139912e-05	0.0018287626	0.00058709393
a31	0.10467755	0.1530242	0.66349334	0.0056479787	0.017557751	0.017617356	0.037981875
a35	0.10325806	0.8162998	0.07167265	9.268007e-05	8.789513e-05	0.006974728	0.0016143218
a31	0.050431564	0.1634056	0.7726257	0.00057784293	0.0045386306	0.001331851	0.0070888856
a8	0.1507898	0.748032	0.089642145	6.596399e-05	0.000103686296	0.009405661	0.0019608382
a31	0.05975943	0.27509013	0.5473366	0.004186294	0.0134325875	0.010407849	0.08978718
</S>	0.24030331	0.65076244	0.08049585	0.0001397376	0.00014414571	0.023777457	0.0043770634
