 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.13983482	0.85856277	2.4089997e-05	4.7984695e-08	0.000793982	0.00066218316	0.00012213067
a8	0.04562654	0.8614265	2.7349493e-05	5.3970853e-06	0.026706265	0.06506836	0.00113967
a20	0.029956862	0.91559786	2.8336211e-05	6.983119e-07	0.03334971	0.02091664	0.00014988297
a8	0.061146602	0.92519397	1.9265417e-06	3.142338e-08	0.0038952432	0.009720957	4.1298503e-05
a31	0.012506662	0.3389553	0.00016302966	8.675054e-05	0.04284298	0.6004097	0.005035548
a37	0.15188971	0.83174026	1.3891284e-06	1.4012556e-09	0.015354316	0.0009819852	3.231945e-05
a10	0.002748066	0.9960372	7.010402e-05	6.233667e-06	0.00042455024	0.0007093827	4.675266e-06
a31	0.01149889	0.97416955	0.0034046178	0.00092802616	0.0076640733	0.0023064956	2.8413662e-05
a21	0.091714695	0.90643597	1.6215048e-06	2.7688912e-08	0.0016788588	0.00015970571	9.1835245e-06
a31	0.030385906	0.107621215	0.08009478	0.2958406	0.29828778	0.15931135	0.028458407
a10	0.13599467	0.8588148	1.1492927e-05	7.938549e-07	0.0048831343	0.00025885255	3.6325022e-05
a17	0.07457861	0.60088944	0.05643534	0.13328703	0.118466996	0.013317748	0.0030248624
a20	0.045281038	0.3652204	0.05298394	0.1623286	0.2693655	0.08235291	0.022467624
a31	0.04431469	0.19795473	0.038690668	0.19025674	0.41249642	0.1014123	0.014874497
a39	0.11267482	0.85621524	0.00027990193	0.00013204265	0.026986523	0.0028608278	0.00085074344
a31	0.02325743	0.17696375	0.13498938	0.53002346	0.109596476	0.017054271	0.00811525
a8	0.25745875	0.61738306	0.0030826922	0.002232012	0.06949787	0.038552895	0.011792638
a39	0.0042341063	0.02652671	0.16115618	0.70972484	0.016326278	0.045623373	0.036408525
a8	0.06381912	0.096984915	0.09634612	0.13136356	0.033381224	0.41458005	0.16352507
</S>	0.011522045	0.036818672	0.15210566	0.6068739	0.012260912	0.11583451	0.06458427
