 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.06081239	0.060745098	0.26795092	0.0020711015	0.008691621	1.8016773e-07	0.008089978	8.3917e-06	1.157528e-05	0.0023347037	4.570591e-05	0.58714765	0.0020906911
a24	0.061355174	0.0034916955	0.1277325	0.021068417	0.28949025	6.791549e-09	0.028030902	1.8563433e-07	3.6545848e-07	0.46767876	8.372041e-06	0.0011322484	1.1091089e-05
a28	0.0060733124	0.0018311703	0.0035691722	0.00063391495	0.013871742	1.130403e-09	0.0012539433	4.5150713e-07	4.1347283e-07	0.9719297	3.7454646e-07	0.0008334793	2.210605e-06
a39	0.0035504475	0.0007308319	0.002237413	0.0016920373	0.034486156	4.717763e-08	0.0055467756	3.0897152e-06	5.0659605e-06	0.9509949	1.2599583e-06	0.000743424	8.540688e-06
a17	0.0031711615	0.0011632073	0.0065900683	0.0184823	0.48536864	1.4345121e-08	0.06099131	9.770756e-07	1.1418587e-06	0.42413357	1.0763587e-06	9.441691e-05	2.0896725e-06
a31	0.00113702	0.0014352137	0.0045067817	0.030707404	0.52393484	6.7666406e-09	0.0849877	2.4008114e-06	1.2615001e-06	0.35326415	1.2923195e-05	9.887516e-06	3.6752172e-07
a20	0.0021634821	0.0005034117	0.027677596	0.016365217	0.20919988	3.614807e-08	0.22434393	7.420838e-06	1.0233024e-05	0.51750773	6.778071e-05	0.0021455828	7.736582e-06
a31	0.009592867	0.042946905	0.037597213	0.099946514	0.5284885	1.9551333e-05	0.09610684	0.00032600586	0.00013257227	0.17951496	0.00528165	2.094192e-05	2.5393696e-05
a17	0.003096218	0.0015897903	0.026839787	0.0060457615	0.067688964	1.2303089e-08	0.036658842	1.2308036e-05	9.160751e-06	0.8508054	0.0001678264	0.007024947	6.093452e-05
a8	0.024795158	0.09761869	0.0560264	0.117013894	0.54001284	1.42203e-05	0.0610983	0.00018360004	5.7752433e-05	0.10107184	0.0020263665	2.5383662e-05	5.550952e-05
a31	0.02806537	0.15636429	0.39484698	0.042295855	0.17253055	0.0070322785	0.023170283	0.028004345	0.012425317	0.036682535	0.09450183	0.0017116491	0.0023686932
a8	0.10085182	0.24002959	0.47004497	0.015719786	0.12587798	1.08429376e-07	0.010488086	2.0797317e-05	2.4160618e-06	0.022195969	0.0002365671	0.013028774	0.0015032295
a24	0.041883808	0.07065893	0.10160307	0.062420517	0.18606867	0.0318489	0.05030946	0.06836299	0.022998504	0.13261837	0.19217835	0.024647558	0.014400825
a31	0.06356377	0.64858854	0.25549123	0.0072576664	0.022935014	1.8616009e-06	0.0005614658	8.1786995e-05	5.0916765e-06	0.0006492373	0.000113455506	0.00033652323	0.00041440065
a20	0.044354543	0.13073133	0.3846751	0.047395915	0.19194587	9.1428166e-07	0.072533615	0.0002620903	0.000114500785	0.115796864	0.0037433873	0.0075692153	0.0008767128
a31	0.040798992	0.2012235	0.22446352	0.0554425	0.29895088	0.00715326	0.020544324	0.03228135	0.011226688	0.07485671	0.032718077	0.00011895242	0.00022130995
a41	0.3238865	0.52714634	0.08751954	0.017512182	0.031646144	5.9006845e-07	0.004550513	6.401463e-05	1.1655784e-05	0.0061737327	0.0003056789	0.0007658418	0.00041728572
a31	0.07021211	0.39850146	0.26663655	0.029430939	0.2013037	0.0006759091	0.0052336985	0.0034112479	0.00031102388	0.019217297	0.0033631353	0.0004515029	0.0012514805
a13	0.3804472	0.5922234	0.022218244	0.001633169	0.0020884536	4.815563e-07	0.0001765183	3.3318855e-05	2.6723792e-06	0.00015462209	7.371646e-05	0.00053140125	0.00041678923
a37	0.064568065	0.6956347	0.15106833	0.011239101	0.057127114	0.00024305657	0.0031845316	0.0014441664	9.535195e-05	0.0070673823	0.002866304	0.0005838453	0.0048780614
a8	0.049621183	0.87245774	0.05751992	0.003828473	0.002395114	0.0004958794	0.0003119236	0.0071692667	0.00081851	0.00020466703	0.0040788758	5.6950743e-05	0.001041478
a39	0.07616878	0.44304782	0.3664897	0.024214515	0.021143073	0.0071684844	0.0017209245	0.015445368	0.0028133646	0.001748908	0.0067339884	0.011230951	0.022073993
