 	non	ho	dove	d	andare	</S>
a20	0.05722469	0.0027004853	0.92204607	0.0058078165	0.010443563	0.0017774918
a31	0.00040376533	3.6311474e-05	0.73223513	0.21248868	0.05349185	0.0013441348
a37	0.018666858	0.00226398	0.8542147	0.11305865	0.011774926	2.0919579e-05
a31	0.002709317	1.2374512e-05	0.99719137	5.8114136e-05	2.8752978e-05	1.2506123e-08
a29	0.01321706	4.8369643e-06	0.9850884	0.0015582578	0.00013072496	8.3214695e-07
a41	0.1840527	0.0031623614	0.053476125	0.6827979	0.075607635	0.0009032301
a31	0.0655579	0.02580062	0.046028484	0.65696687	0.20334119	0.0023049852
a18	0.013442316	0.0006920125	0.97633445	0.0066627637	0.002816447	5.201498e-05
a31	0.002965244	0.051397365	0.00069413823	0.82535225	0.10290458	0.016686348
a39	0.03158523	0.01041373	0.8969161	0.032042943	0.028307602	0.0007343297
a31	0.01910634	0.31836325	0.0012462965	0.56725043	0.08107295	0.0129607795
a8	0.028509218	0.032831796	0.6935812	0.084730685	0.14719388	0.013153256
a31	0.053516727	0.38006222	0.00016191318	0.43464625	0.107804716	0.023808235
a8	0.09142516	0.17467315	0.5045831	0.004506945	0.15631284	0.06849883
</S>	0.0556511	0.76576865	9.7007556e-05	0.11456624	0.037800193	0.026116792
