 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.97768277	0.02199535	9.093422e-08	9.8328834e-05	3.3495373e-05	1.0676115e-05	0.00011432175	6.500447e-05
a24	0.6199353	0.37926605	1.8914463e-08	0.0007952458	2.4622527e-06	6.72168e-07	1.0331553e-07	1.5674071e-07
a31	0.10321068	0.88846093	3.6495788e-07	0.008327963	6.7786026e-08	5.2342175e-10	4.3301767e-09	3.0574059e-09
a17	0.09937704	0.8987524	1.7877563e-09	0.0018673346	3.137172e-06	4.727114e-08	9.236247e-08	2.0361487e-08
a31	0.036246125	0.96312016	1.5712167e-06	0.00063172297	3.6267643e-08	9.131324e-09	7.0653684e-08	2.8685923e-07
a37	0.48337394	0.5166234	2.499424e-12	2.6191847e-06	4.6740367e-09	2.3730955e-09	7.1146005e-09	5.0373052e-09
a10	0.02128126	0.97710836	3.5205276e-06	0.0016068019	1.7703133e-08	1.3527555e-09	8.46593e-09	2.4316961e-08
a31	0.023249846	0.9718597	5.0962e-05	0.0048355646	3.908426e-06	2.5354174e-08	3.00382e-09	2.5078585e-08
a20	0.9179694	0.08191265	1.5190966e-09	0.00011780104	1.4522789e-07	5.9299072e-09	3.8722594e-09	3.0294817e-08
a33	0.035424806	0.9025658	0.018905297	0.040392347	0.0026458008	6.201965e-05	3.1210607e-07	3.723721e-06
a20	0.4239713	0.09038066	0.055093102	0.080475196	0.31016296	0.038116828	0.00048502686	0.0013148913
a31	0.6451488	0.19665498	0.008342351	0.10001326	0.03972683	0.008488687	0.00052298105	0.0011020817
a5	0.93657804	0.06297999	2.427635e-08	0.00040767642	3.1086238e-05	8.6599545e-07	7.515745e-07	1.6557244e-06
a17	0.10757942	0.87116563	0.005116117	0.014811643	0.0012092018	0.00010461007	1.161549e-06	1.2228424e-05
a11	0.70056003	0.21889085	0.019748174	0.025015133	0.03125925	0.0042229495	6.106315e-05	0.00024250762
a10	0.44941807	0.52442706	0.0018177555	0.022707058	0.0014727034	0.00011659069	6.042104e-06	3.469647e-05
a31	0.43866858	0.5088384	0.013844677	0.029178083	0.008739082	0.0006684295	5.8500705e-06	5.6820485e-05
a24	0.4123181	0.57727087	6.714584e-06	0.0102600865	0.000114081704	6.6739617e-06	8.441181e-07	2.2611855e-05
a46	0.02813018	0.78465664	0.098335706	0.08357642	0.004418225	0.000562587	9.870184e-05	0.0002215148
a20	0.20350038	0.2760013	0.10418382	0.37997422	0.0272867	0.0034233965	0.001004199	0.00462599
a31	0.24957775	0.2715453	0.076401025	0.30117193	0.0127298115	0.009183457	0.04083107	0.038559616
a20	0.1317161	0.1039407	0.0028321818	0.68476117	0.0370586	0.009908155	0.0065961382	0.02318692
a31	0.028804418	0.07767075	0.6151882	0.20402128	0.029484712	0.02645011	0.007332637	0.011047839
</S>	0.036644727	0.2690384	0.00019170763	0.6874077	0.0031554222	0.00071777083	0.00018452681	0.0026598065
