 	deve	essere	bianco	</S>
a31	0.0009510435	0.0039280807	0.77724475	0.21787617
a11	6.630644e-09	1.4239408e-05	0.9992317	0.0007540517
a31	0.00096442277	0.003027489	0.99558324	0.00042493103
a37	8.226631e-08	4.232759e-05	0.99981767	0.00013997717
a31	0.00048522252	0.0012036443	0.99810517	0.00020594009
a37	2.5073015e-07	9.653271e-06	0.99930525	0.0006848332
a31	0.005991826	0.0049095615	0.98606235	0.0030362415
a20	1.830588e-06	9.786278e-06	0.9998696	0.00011885742
a31	0.012968356	0.033690725	0.95013577	0.0032052146
a0	2.1339969e-05	0.00010636579	0.9996451	0.0002270728
a31	0.0668767	0.25667337	0.6709147	0.005535313
a20	0.00064714765	0.0038967656	0.9806685	0.014787668
a18	0.14243641	0.69891167	0.15607868	0.0025732236
</S>	0.35955682	0.5232448	0.10488693	0.012311432
