 	hai	già	mangiato	</S>
a31	0.0034389568	0.9700556	0.011485644	0.015019714
a37	2.3777278e-05	0.67415786	0.31266782	0.013150605
a31	0.0027219842	0.8123949	0.18353492	0.0013480659
a46	0.0002383783	0.06102019	0.9321356	0.006605823
a31	0.0016504966	0.030959431	0.09288198	0.8745081
a39	6.6013614e-05	0.14228588	0.8371982	0.02044992
a20	0.0044079744	0.6229315	0.24902882	0.12363178
a31	0.0010764333	0.27098975	0.7129519	0.014981959
a46	0.0002348808	0.41294357	0.585842	0.0009795412
a31	0.09023617	0.4374979	0.38535145	0.086914495
a18	0.011792555	0.8996227	0.08115861	0.0074261744
a24	0.21632347	0.74803674	0.03354591	0.002093916
a46	0.84690964	0.10448395	0.04849169	0.00011471172
</S>	0.35733756	0.5824036	0.056052446	0.0042064567
