 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.18036987	0.008969343	0.80919176	0.0006826764	2.3245631e-05	0.00025428578	0.00032363948	0.00018523271
a31	0.98727113	0.00014504431	0.012519137	6.452066e-05	4.4743643e-08	1.0138382e-08	1.4156016e-07	1.6713859e-09
a14	0.5646546	0.000170136	0.43346575	0.0017085379	8.18841e-08	8.4365425e-08	7.246533e-07	6.134287e-08
a37	0.96239114	0.021377914	0.003482637	0.011840571	0.0007610918	1.3471536e-08	0.00014614724	4.668839e-07
a10	0.35485658	0.23039746	0.061983947	0.22347116	0.10797524	4.554854e-05	0.020923484	0.00034661085
a31	0.19665915	0.23771065	0.05290822	0.33876377	0.15468845	6.302805e-05	0.018906824	0.00029994632
a28	0.68939066	0.01785535	0.26269782	0.021148581	0.0053901006	2.0964587e-06	0.0034515138	6.390473e-05
a31	0.025741896	0.28463918	0.012475001	0.2959033	0.3669623	3.5775294e-05	0.01400904	0.00023351215
a42	0.79626423	0.076726146	0.06304513	0.0209396	0.031247677	4.1656212e-06	0.011484125	0.000288967
a23	0.021846911	0.15077592	0.024374476	0.024473032	0.6266182	0.007327075	0.12171879	0.02286559
a8	0.2552529	0.23286709	0.23593967	0.012702135	0.13178267	0.019704184	0.035951637	0.075799756
</S>	0.15614958	0.27462164	0.085183926	0.011967149	0.31470856	0.013859542	0.057367317	0.08614235
