 	non	ti	dimentichiamo	mai	</S>
a8	0.004389141	0.98482424	0.0010047678	0.009550024	0.00023190727
a31	0.0025913708	0.094582595	0.20359127	0.69101053	0.008224191
a20	0.0006459544	5.7876667e-05	0.99559253	0.003703374	2.4102275e-07
a31	0.0002502713	0.0035259828	0.9961487	7.501461e-05	4.288011e-09
a13	0.0070423153	0.0035343964	0.9854939	0.003927946	1.379097e-06
a31	0.00011385238	0.0010773182	0.99856913	0.0002392632	3.312355e-07
a13	0.009617681	0.6211499	0.36349124	0.0057304483	1.072941e-05
a1	0.0036796425	0.000720407	0.9786068	0.016896743	9.634348e-05
a31	0.0006553468	0.0008807636	0.58740234	0.40614617	0.004915401
a41	0.027483946	0.42766434	0.51105535	0.03377206	2.4304438e-05
a15	0.0074858163	0.003392599	0.872078	0.11649289	0.00055066607
a13	0.0075293113	0.019455904	0.85841596	0.114420004	0.00017878847
a31	0.031461995	0.008221119	0.113167465	0.8279485	0.019200956
a11	0.006644416	0.10882333	0.8497839	0.03399129	0.0007569993
a31	0.267949	0.0065883193	0.39221528	0.30565652	0.027590884
a46	0.057216085	0.08943482	0.5260146	0.28356862	0.0437659
a31	0.2199446	0.020689638	0.20047541	0.53036135	0.028529001
a46	0.13180603	0.065141305	0.48387182	0.20766033	0.11152055
a31	0.14714065	0.020631062	0.30657297	0.3886093	0.13704604
</S>	0.33278742	0.035277914	0.09299693	0.42434996	0.11458776
