 	il	dito	si	gonfiò	</S>
a39	0.90941733	0.06753921	0.00060199853	2.8481813e-06	0.022438712
a13	0.9705325	0.018170444	0.0053127664	1.9028965e-07	0.0059840684
a31	0.19281173	0.054092865	0.7520868	5.608884e-06	0.001002942
a20	0.46716824	0.049149495	0.47948968	3.871221e-06	0.0041886736
a31	0.22490308	0.08365423	0.67839396	2.6349403e-08	0.013048751
a11	0.91842014	0.033422973	0.037490536	4.9271796e-07	0.010665744
a31	0.17082499	0.086559184	0.7296663	5.466461e-08	0.012949416
a39	0.3359082	0.15226276	0.5076723	1.9865065e-06	0.0041547003
a31	0.09486873	0.16275752	0.73449886	0.0005477921	0.007327081
a41	0.098868564	0.116525	0.7823037	2.753866e-06	0.0022999619
a46	0.16892248	0.3336274	0.47438824	0.016051207	0.0070106154
a31	0.091463365	0.4179945	0.2585285	0.21755655	0.0144571075
</S>	0.43688336	0.35238346	0.20848303	6.743036e-05	0.0021827435
