 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
a10	0.00093455106	0.00016505003	0.3549425	0.63138235	0.0040913457	0.0072450982	1.1499701e-06	2.8409859e-06	1.8885272e-06	0.0012331511
a31	3.8741237e-09	1.0947453e-09	0.054645624	0.92497915	0.00010501987	0.020270243	3.4711045e-10	2.821645e-09	7.95215e-11	1.670606e-09
a1	3.6337283e-06	2.8371193e-08	0.1115629	0.8145355	0.023691317	0.04941225	0.00018520406	0.0004955604	0.000106030784	7.582149e-06
a28	8.697349e-05	0.00015920396	0.035084505	0.3703328	0.0036925257	0.5905554	4.681545e-06	7.25039e-05	2.1287816e-08	1.1357028e-05
a24	1.107389e-07	1.8605968e-07	0.083340675	0.55970716	0.0038109894	0.35314026	2.3225375e-08	6.318164e-07	9.066916e-10	1.0277925e-09
a31	2.2814395e-06	2.4939513e-06	0.023483915	0.36919317	0.024615727	0.58265746	1.2416616e-07	4.4822486e-05	4.549396e-09	1.0421778e-08
a18	2.7049165e-09	1.4613732e-10	0.0018663288	0.97902715	0.014181527	0.004924693	1.3459836e-08	2.9159673e-07	1.1349894e-08	1.5350324e-07
a24	3.149084e-05	3.4671055e-05	0.0047746035	0.05747665	0.019730978	0.9119202	5.852e-05	0.005953221	1.7718987e-05	1.9363079e-06
a13	4.894597e-05	3.6252488e-05	0.031759072	0.078756444	0.017487867	0.8697466	1.0347617e-05	0.0021216844	3.1545766e-05	1.2391616e-06
a18	0.00021519254	0.00019584947	0.03775636	0.10539085	0.019639751	0.8280256	0.00019645931	0.008278491	0.0002864031	1.5032412e-05
a31	0.002932515	0.0027685317	0.17273325	0.5518039	0.019272314	0.18629101	0.006058941	0.03703091	0.020766746	0.00034181782
a24	2.5787501e-06	4.7638528e-07	0.027366959	0.20099291	0.022569345	0.7484772	1.7754296e-06	0.000556696	1.0282727e-05	2.1729227e-05
a11	9.5010866e-05	0.000100891346	0.012488181	0.06893729	0.016904615	0.89318407	0.0001381073	0.00786687	0.0002725051	1.2425117e-05
a31	3.831712e-05	3.741983e-05	0.009760961	0.036520567	0.029867314	0.9167892	4.2650794e-05	0.0068860766	4.7523485e-05	1.00257e-05
a39	5.1875435e-07	2.8205204e-07	0.016327485	0.15557398	0.03201174	0.79481035	4.3659193e-06	0.0012577865	3.0746392e-06	1.0390147e-05
a20	0.0011911831	0.0013654872	0.021324364	0.092073426	0.018803708	0.7665664	0.006171805	0.0850041	0.0072383294	0.0002611762
a31	0.0027277458	0.0026274312	0.32301542	0.3592246	0.011016821	0.071216844	0.017518785	0.13344769	0.076370105	0.00283453
a17	0.0016455156	4.6020585e-05	0.06278827	0.32287982	0.051085487	0.54774255	0.000101021375	0.0073459935	0.0048570167	0.0015082972
a20	0.00077704166	0.0007858979	0.023816582	0.069584645	0.021610681	0.858677	0.0012409105	0.021987088	0.0014458377	7.4211086e-05
a31	0.004479175	0.0042129387	0.25130555	0.3604537	0.02031098	0.15028654	0.019020192	0.11037734	0.078580335	0.0009733014
a24	0.00018127021	2.4480161e-05	0.035305213	0.11583062	0.024072861	0.8201318	2.8071941e-05	0.0037586917	0.00037880323	0.00028827175
a20	5.2252275e-05	5.7523954e-05	0.0037741074	0.009955333	0.008857607	0.96667475	0.00015312622	0.01037327	9.403553e-05	8.053505e-06
a8	0.0055062366	0.005599978	0.2585141	0.1063223	0.013305919	0.22382952	0.033691525	0.2988551	0.052495375	0.0018799062
a20	0.0081385095	0.008613743	0.091374286	0.09150607	0.015758397	0.035507504	0.0697276	0.32543176	0.33691	0.017032119
a31	0.016163172	0.018620187	0.06997301	0.012418695	0.020730842	0.1583783	0.04696011	0.483899	0.16121428	0.011642385
a24	7.040366e-05	1.2954026e-05	0.09949319	0.05470436	0.014644075	0.8200098	6.5017804e-05	0.009507524	0.00032822497	0.0011643807
a37	0.0013751131	0.0014363683	0.0375744	0.0711348	0.027602928	0.8270114	0.00097363297	0.029160075	0.0036896612	4.168595e-05
a46	0.0032935431	0.0025916079	0.08553681	0.010841472	0.016377918	0.7324795	0.004003804	0.1391978	0.004792388	0.0008851944
a31	0.009394542	0.009813704	0.07974663	0.066256136	0.013563022	0.03830385	0.09705316	0.38905767	0.292455	0.0043563126
a28	0.00038726098	9.84442e-05	0.110530116	0.04940896	0.014438657	0.79165244	0.00022208538	0.029656518	0.00063789624	0.002967587
a24	0.005730405	0.0066245906	0.032150093	0.009908714	0.019182842	0.79222333	0.0047474727	0.11956125	0.009698407	0.00017280955
a31	0.019920304	0.019443806	0.116325274	0.003551842	0.008966438	0.3235844	0.019782986	0.47800162	0.008984794	0.0014385303
a17	1.9773011e-05	7.6198753e-06	0.052203123	0.008356061	0.0028773982	0.931782	1.912763e-05	0.004460588	1.8821209e-05	0.00025538923
a31	0.012220459	0.019925388	0.023775756	0.0019305733	0.005921068	0.33175606	0.03797852	0.5488662	0.015889416	0.0017365576
a46	0.0002743643	0.00010941632	0.58555067	0.059015147	0.0063501606	0.3305621	0.00011862733	0.013239949	9.843418e-05	0.004681176
a8	0.036477514	0.08549656	0.046581626	0.004192177	0.0055671437	0.09910502	0.099267714	0.5880631	0.016209245	0.019039834
a31	0.016676327	0.05255649	0.6643348	0.03328886	0.016182518	0.015068011	0.017530797	0.046239756	0.064295836	0.07382659
a8	0.0076146815	0.0029386063	0.017215464	0.0041767014	0.015317629	0.33505416	0.004153191	0.5520091	0.0026420685	0.058878385
</S>	0.030105209	0.04651385	0.09123143	0.008263817	0.007452317	0.0634032	0.124650724	0.559004	0.051997855	0.017377613
