 	il	morto	si	piange	</S>
a20	0.0023948932	0.98599374	0.010981343	0.0004205115	0.00020947948
a31	0.0004706193	0.7746454	0.009358088	0.21525782	0.0002681109
a18	0.00087651104	0.020443847	0.030745758	0.9478665	6.738136e-05
a15	1.3421651e-05	0.9169761	0.010675615	0.072332084	2.715102e-06
a31	2.8495842e-05	0.7431073	0.07643717	0.18041182	1.5115464e-05
a15	2.4994604e-06	0.9861778	0.01353095	0.00028828543	4.9416616e-07
a31	0.00031025446	0.00041534615	0.10461717	0.8945817	7.5467804e-05
a29	1.4424718e-05	0.9920089	0.0070910687	0.0008830698	2.6343976e-06
a31	0.0010833596	1.7207949e-05	0.015092492	0.9836934	0.00011351096
a0	0.00012475072	0.97498465	0.008479477	0.0163684	4.271465e-05
a31	0.0025056724	2.7867909e-05	0.014880167	0.980438	0.0021482818
a13	0.00043712623	0.27528206	0.02039764	0.7032633	0.00061999314
a18	0.0073388484	5.3062628e-05	0.016059034	0.97443014	0.0021188972
a41	0.013928797	0.0008045006	0.013431798	0.91102904	0.060805846
a31	0.117642626	0.0005295954	0.0058690906	0.5790577	0.29690096
a18	0.050473254	0.021754047	0.0021041126	0.8906303	0.035038248
a31	0.042365193	0.00012316367	0.0064496077	0.9209353	0.030126665
a46	0.29109424	0.030574542	0.0011055416	0.60927856	0.06794712
a31	0.059428316	7.015205e-05	0.0074717286	0.78611845	0.14691134
a0	0.5689612	0.09370341	0.0010183066	0.26010728	0.076209754
a31	0.06867501	3.720984e-05	0.0030363477	0.7722886	0.15596277
</S>	0.6575242	0.04011941	0.00096566917	0.24323243	0.058158234
