 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.025229702	0.15189043	0.004345607	0.014396376	0.74860424	0.053507295	0.0020264047
a24	0.0828481	0.049889073	0.0010481069	0.007775767	0.52878517	0.32915065	0.00050313235
a31	0.08858494	0.32735658	0.42576748	0.15010864	0.0069691436	0.0012061696	7.0687684e-06
a0	0.01751479	0.043630224	0.12230082	0.80925614	0.0067878477	0.0005044492	5.6729727e-06
a31	0.11728352	0.17304291	0.11015598	0.5254151	0.058666445	0.015337427	9.862757e-05
a17	0.06597271	0.08086291	0.04142527	0.23218586	0.5636838	0.015837302	3.2209322e-05
a13	0.01759611	0.024653964	0.015175473	0.029838553	0.8578404	0.054398596	0.000496874
a31	0.05625406	0.23718275	0.19620277	0.057409715	0.26463577	0.18795742	0.00035758156
a20	0.014787371	0.40566736	0.4330551	0.04474027	0.070979655	0.030412694	0.0003575017
a31	0.12535013	0.36974657	0.06594573	0.04511151	0.12365935	0.23856619	0.031620476
a23	0.034264334	0.42544898	0.41241798	0.060002677	0.023226177	0.042500965	0.0021388184
a8	0.21829975	0.23276098	0.08757492	0.06332514	0.021515183	0.28632396	0.0902
a20	0.08056251	0.57264495	0.20164739	0.028194984	0.008105826	0.045926847	0.0629175
a31	0.10537201	0.42342088	0.09728604	0.012945136	0.011164605	0.17763765	0.17217363
</S>	0.12317728	0.79362947	0.06446563	0.005318076	0.00061619614	0.0054084654	0.0073849075
