 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.028182903	2.5516605e-05	0.7039465	0.25661457	4.6847877e-09	1.996807e-08	0.011075609	0.00015484067
a31	0.0022202067	2.8142573e-08	0.90791965	0.08107157	2.2472237e-09	1.3411393e-07	0.008784417	4.0265695e-06
a7	0.015900725	1.4282619e-05	0.39569187	0.51942945	5.317556e-08	1.1390632e-06	0.06896127	1.176184e-06
a31	0.018384011	2.817278e-07	0.5569744	0.42441434	1.7003059e-09	1.7636667e-09	0.00022697478	1.7209404e-08
a21	0.0035058267	9.0562144e-09	0.7297237	0.2666333	1.1410245e-11	4.176816e-11	0.00013713643	2.5763988e-08
a31	0.0004006502	3.499035e-07	7.314667e-05	0.99951255	3.220612e-08	1.46292845e-08	1.2969626e-05	2.5042345e-07
a11	0.00013877389	5.535312e-10	0.0306142	0.96921843	1.6961686e-11	4.0498657e-11	2.8524712e-05	1.7133686e-08
a31	0.0149819525	0.0003365217	8.229448e-05	0.9741754	0.0001281855	4.7052232e-05	0.010243405	5.1573593e-06
a46	0.0035150293	1.6024785e-06	0.32804027	0.6271849	1.1752636e-07	2.2268493e-07	0.041245744	1.2121334e-05
a31	0.02258196	0.05438893	0.004139793	0.3225329	0.07404898	0.11270943	0.37291732	0.036680732
a17	0.03993362	0.00010620652	0.4330463	0.047311943	9.7641105e-06	4.2720665e-05	0.47914243	0.0004069666
a20	0.16988872	0.22786482	0.0023645957	0.07310833	0.14684086	0.14219126	0.23263536	0.0051060314
a31	0.026094982	0.059422664	0.008556055	0.0007369045	0.115803234	0.25702113	0.51278573	0.019579284
a20	0.04279413	0.00057865743	0.22798935	0.005237203	0.00017258567	0.0013879741	0.71199614	0.009843976
</S>	0.012608952	0.1310045	0.00013558204	8.099734e-05	0.27414754	0.5386569	0.025282921	0.018082676
