 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.094623156	0.0010239155	0.035364844	0.2202695	0.19051379	0.048329495	0.39709127	0.01278409
a21	5.1172206e-05	2.3129074e-08	0.026160534	0.0011547616	0.97003114	0.0015302454	0.001071755	3.001487e-07
a37	0.00018274556	2.1996302e-06	0.54089445	0.0032592416	0.45060268	0.00048503984	0.004571869	1.8169125e-06
a31	9.3603834e-05	2.0066252e-06	0.6939297	0.0012736362	0.30250692	0.0006016366	0.0015867727	5.6889603e-06
a17	0.00020726728	4.1509885e-08	0.04483945	0.0005365658	0.95124036	0.0026989435	0.00047563325	1.6795888e-06
a20	0.00022658728	3.916087e-05	0.82098764	0.01849177	0.14524174	0.012183658	0.0028180948	1.1382592e-05
a41	0.00035629625	3.4007866e-05	0.56394744	0.017292269	0.27366227	0.05815298	0.08639305	0.00016166065
a31	0.0019249585	0.000256864	0.4245085	0.057377826	0.10213248	0.1182887	0.29500738	0.00050335174
a46	0.0011557575	1.1766923e-06	0.055482775	0.0049154554	0.6304216	0.1423245	0.1653476	0.00035118757
a31	0.0034367796	0.0015420605	0.02172195	0.054652557	0.007626073	0.1542271	0.74557835	0.011215065
a13	0.000979959	8.921726e-06	0.09093568	0.011463699	0.21113011	0.3045748	0.379102	0.0018048655
a41	0.0059218756	0.002619252	0.1256594	0.39487794	0.021331793	0.27155665	0.17676121	0.0012719111
a31	0.003990178	0.0024618998	0.06834626	0.2604818	0.00714962	0.2422965	0.40611356	0.009160149
a33	0.008405792	0.0004408667	0.29205796	0.18971312	0.058794312	0.21924299	0.22120853	0.010136431
a31	0.0025618954	0.008892299	0.010421314	0.076393485	0.0031559777	0.26586342	0.60576224	0.026949385
a28	0.13150272	0.043252144	0.1542856	0.45301715	0.0060662143	0.029629061	0.14537837	0.03686874
a20	0.0022887916	0.00406596	0.0061035315	0.57079315	0.0009789213	0.21724747	0.18031487	0.018207308
a8	0.021068795	0.08278369	0.015729956	0.30499992	0.00015588853	0.12106556	0.2051087	0.24908747
a31	0.005891188	0.01284952	0.040342797	0.047710422	0.0010452367	0.042572416	0.46844354	0.3811448
a39	0.04339967	0.013503251	0.0012561048	0.23199663	0.0008661533	0.4066428	0.18046695	0.1218685
a41	0.020352855	0.045204233	0.014136357	0.35449198	0.00044818028	0.31694716	0.15205386	0.09636534
a13	0.09570784	0.15331335	0.02719811	0.24560855	0.0004650255	0.12094487	0.16131276	0.19544946
a31	0.11192992	0.1450438	0.04107831	0.2932289	0.0007197879	0.16655582	0.12262263	0.11882081
a35	0.092884384	0.026943497	0.05030867	0.38943434	0.006706469	0.06099419	0.25977576	0.11295269
a31	0.003587455	0.016149158	0.002624498	0.1309082	0.00026713285	0.18991952	0.39746752	0.25907648
a21	0.20879434	0.09735968	0.036243867	0.19518612	0.00927277	0.015098468	0.31106663	0.12697808
a31	0.0047809854	0.013386088	0.0014452836	0.10144701	0.00018024562	0.17329255	0.3747235	0.33074442
a10	0.20415257	0.116936974	0.03429696	0.16642706	0.008688544	0.01373468	0.33203813	0.1237251
</S>	0.0068312096	0.007377411	0.00088992587	0.10028182	0.00021949466	0.1985763	0.40462697	0.2811968
