 	vengono	vestiti	dai	genitori	</S>
a31	2.3701934e-06	0.078591466	0.012365656	0.90851927	0.00052121683
a46	8.05064e-09	0.0014605464	0.9966846	0.0018300357	2.4698933e-05
a18	2.7868156e-05	4.1565312e-05	0.9881214	0.011664803	0.00014443898
a31	3.1592629e-06	0.00030156795	0.9959549	0.0037291183	1.13216665e-05
a11	8.257045e-07	0.00014400775	0.9879479	0.0097160665	0.0021911003
a31	0.103028014	0.0025254306	0.8764852	0.015543503	0.002417836
a39	3.152437e-05	0.051168356	0.6672953	0.2810376	0.00046721907
a31	0.1711646	0.02867755	0.3965171	0.29752707	0.106113635
a35	0.00013373655	0.37102753	0.49529985	0.13274135	0.000797545
a31	0.09277549	0.0533044	0.05489328	0.6357259	0.16330089
a18	0.00022173069	0.84137416	0.1506831	0.0069395523	0.00078141777
a0	0.2813108	0.15890677	0.03186194	0.45100838	0.07691212
a31	0.10045101	0.17874902	0.7041127	0.009131642	0.007555557
a37	0.0024943058	0.8057902	0.18669794	0.0023690742	0.00264844
a20	0.9674047	0.018901102	0.004027976	0.003950083	0.0057160845
a31	0.70173913	0.04778085	0.1519253	0.03587591	0.06267869
a41	0.006453929	0.299514	0.67432594	0.005594897	0.014111238
a20	0.9718949	0.007816898	0.0006504736	0.001778931	0.017858865
a31	0.76934034	0.04080873	0.008336358	0.045818485	0.13569602
a20	0.07120501	0.29034764	0.54709315	0.057057824	0.03429636
a39	0.97827315	0.003002446	0.00017462453	0.000910612	0.017639294
a46	0.8091254	0.02559761	0.006121232	0.038932137	0.12022354
a41	0.58971214	0.2560361	0.0028571275	0.04205114	0.10934351
</S>	0.62413234	0.040324356	0.0043707984	0.037116524	0.29405603
