 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.002705048	8.609448e-05	0.9962603	0.0008343378	2.1329397e-07	8.124177e-05	7.8630965e-06	2.4874504e-05
a8	0.008582248	0.00019048524	0.9809849	0.009837166	4.0434452e-07	0.00019770775	0.0001680911	3.9025086e-05
a31	0.00019200036	3.492727e-05	0.9976573	0.0018827659	1.7166384e-07	6.6731074e-05	0.00015927367	6.771761e-06
a41	0.05662803	0.00038164857	0.82621175	0.11510842	1.0543891e-06	0.0012904517	0.00029726734	8.1351565e-05
a31	0.06347144	0.0024408305	0.29673493	0.63733166	3.703098e-06	7.6590953e-07	1.6503014e-05	1.2418364e-07
a0	0.0040284707	1.1858685e-06	0.94120806	0.054717287	1.5911331e-08	3.997418e-05	3.8455096e-06	1.2111077e-06
a31	0.010398552	0.0019072396	0.0039035536	0.98375875	7.0741035e-06	5.8785724e-07	2.4114708e-05	2.1451993e-07
a39	0.008840535	2.9698154e-07	0.8903582	0.10079761	1.6805359e-08	2.3252298e-06	6.251113e-07	3.484774e-07
a31	0.015138786	0.0060772933	0.0016671154	0.9768232	0.00015179365	6.0166003e-06	0.0001351476	7.1978275e-07
a10	0.006017678	0.00012362332	0.9418401	0.051798638	1.9046902e-05	9.02005e-06	0.00018121488	1.0697731e-05
a20	0.114418484	0.54679984	0.011738604	0.3166178	0.008021237	0.00024132713	0.0021504485	1.2278701e-05
a31	0.007084595	0.26716548	0.17238247	0.053032607	0.044027276	0.026291143	0.42411646	0.0058999485
a10	0.015923474	0.008489977	0.8791388	0.08405688	0.0013525963	0.00021352714	0.010589612	0.0002351506
a20	0.05877626	0.723992	0.028991139	0.1689815	0.012298089	0.00088234176	0.0059907185	8.795244e-05
a31	0.010823611	0.25518766	0.33017054	0.02219558	0.052330796	0.0301234	0.29297337	0.0061949766
a13	0.03125141	0.048619986	0.6091063	0.25663733	0.009585461	0.0006345819	0.043197684	0.0009672989
a20	0.0133474	0.6709663	0.08012281	0.032451928	0.059031367	0.008158213	0.13072996	0.0051920074
a31	0.026858753	0.35260522	0.35323715	0.005256787	0.08728715	0.0061491653	0.12679031	0.0418154
a28	0.018640148	0.06859047	0.80806416	0.0048497883	0.024713246	0.007790002	0.060626924	0.006725258
a24	0.01271432	0.81017774	0.0016129826	0.0021643788	0.12294514	0.0038410858	0.0432929	0.0032514108
a46	0.019591704	0.81769294	0.0010683032	0.00010342	0.1363169	0.0011895183	0.022228815	0.0018084348
a39	0.11843931	0.30025044	0.13710676	0.013173712	0.119800806	0.012045171	0.2608588	0.038325008
a46	0.23664276	0.44841763	0.015151848	0.0011593895	0.049311854	0.0044038277	0.057844635	0.18706799
a8	0.11751916	0.48968685	0.030659765	0.0053510224	0.16091225	0.007187339	0.098811194	0.089872435
</S>	0.123253785	0.5364216	0.035759017	0.0034014015	0.096806	0.0064333584	0.052290224	0.14563464
