 	il	morto	vuole	pianto	</S>
a31	0.0025949855	0.99385023	0.0020277414	0.0014677237	5.9321905e-05
a28	0.0017229728	0.93956864	0.0003360232	0.058315918	5.6417488e-05
a17	0.0011858719	0.99761957	0.00025607954	0.0009379618	4.6755207e-07
a31	0.01545476	0.76779705	0.030527903	0.18378021	0.0024400828
a20	6.600151e-05	0.99753165	0.00014639333	0.002249261	6.6268963e-06
a0	0.046758942	0.02870789	0.17699808	0.23646076	0.5110743
a31	0.022254746	0.29442674	0.06351736	0.5919637	0.027837409
a13	0.00023307657	0.9878755	0.00031783592	0.01148341	9.0172616e-05
a6	0.08388067	0.0015642244	0.3320684	0.5512793	0.031207385
a31	0.015347157	0.010610865	0.13695626	0.5834051	0.25368065
a46	0.00079396926	0.967367	0.0009217234	0.030404272	0.0005130246
a37	0.019124327	0.0003920025	0.39385915	0.56914073	0.017483767
a31	0.018873127	0.012486057	0.08140061	0.8769997	0.010240559
a46	0.011379684	0.79240865	0.0074835015	0.18252045	0.006207728
a31	0.02584624	0.00081732543	0.39493287	0.5720388	0.0063647605
a46	0.0325736	0.4962014	0.028744332	0.39162716	0.050853543
a8	0.09811322	0.0014458607	0.46705392	0.41745958	0.015927456
a31	0.025791476	0.00018616012	0.3019266	0.6484006	0.023695158
a8	0.46440613	0.16972916	0.09472917	0.24996224	0.021173393
</S>	0.12233106	0.0035669159	0.30432823	0.47144714	0.09832663
