 	forse	non	li	ha	a	casa	</S>
a28	0.98226595	0.015671503	0.0010136793	5.0950093e-05	0.00036588893	0.0005424631	8.950671e-05
a10	0.91442674	0.054927014	0.024119416	0.0001387688	0.00020625659	0.006180238	1.6427578e-06
a31	0.06411415	0.1438273	0.7859702	0.0060385535	1.7501125e-05	3.2203126e-05	4.258471e-08
a21	0.3544983	0.418034	0.20426443	0.015680118	0.0043021743	0.0032095334	1.14631675e-05
a37	0.008750733	0.48739386	0.36479807	0.023810642	0.048569873	0.066525705	0.00015119066
a31	0.052607536	0.17772488	0.61425984	0.042346314	0.010951586	0.10201819	9.1665686e-05
a37	0.92398924	0.045111027	0.026668146	0.0022106585	0.00027326055	0.0017317554	1.5843569e-05
a31	0.016004747	0.15094142	0.6579649	0.054909013	0.018505845	0.100728095	0.00094599713
a37	0.8104721	0.07613546	0.0813285	0.015153217	0.0009880323	0.015807651	0.000115114635
a31	0.021737676	0.13362935	0.61634797	0.07197728	0.026699742	0.12766472	0.0019432146
a21	0.554399	0.099984154	0.2137315	0.049640987	0.0028198934	0.07882637	0.00059804093
a31	0.028757613	0.098821394	0.43943962	0.09903343	0.032127384	0.29178718	0.010033383
a20	0.25012857	0.12838194	0.44180918	0.038972627	0.0015927139	0.13338518	0.0057298043
a31	0.026151491	0.14595594	0.542459	0.09243459	0.010801932	0.15618315	0.026013918
a37	0.4855646	0.1891146	0.25764236	0.013539474	0.0007484688	0.044683658	0.008706727
a33	0.007643156	0.085443206	0.7959219	0.0259961	0.004120542	0.060997378	0.019877763
</S>	0.031255785	0.22010343	0.471388	0.090762384	0.014403523	0.09369325	0.07839354
