 	avete	fatto	già	le	verdure	</S>
a6	0.0015741613	0.9844348	0.0027615302	0.0066098063	0.004534839	8.479521e-05
a46	0.0009998006	0.9724381	0.014000691	0.009903739	0.002398566	0.00025914423
a21	3.173045e-05	0.99798465	0.0009334057	0.0004549386	0.0005766623	1.8539351e-05
a20	0.00033981784	0.99039686	0.0075057466	0.00086548825	0.00088705006	5.0849253e-06
a24	7.727752e-05	0.9951649	0.0046075345	0.00010467101	4.5521872e-05	1.7491512e-07
a31	0.001702179	0.92282224	0.07336416	0.0011756964	0.0009296436	6.011504e-06
a14	6.0641355e-06	0.9990946	0.00029572536	0.00052797183	7.553502e-05	6.883457e-08
a41	0.018539585	0.11546965	0.84220994	0.011690006	0.011498132	0.00059280684
a37	0.06361178	0.042634707	0.852711	0.011594574	0.0083836205	0.021064363
a31	0.22842257	0.012041681	0.4235904	0.21420126	0.11045408	0.011290115
a6	0.00043040895	0.9334984	0.0037035309	0.046001803	0.016292289	7.345204e-05
a46	0.10035828	0.037251707	0.7226906	0.07835355	0.043881644	0.017464211
a31	0.059583247	0.030070357	0.11374967	0.35366744	0.39167196	0.05125738
a17	0.13264365	0.020237729	0.45911694	0.36357063	0.017097697	0.007333288
a20	0.03453271	0.0063852323	0.93974125	0.01756037	0.0014834518	0.00029701987
a31	0.07554533	0.0026600778	0.1448086	0.29925343	0.39956138	0.07817115
a17	0.0594351	0.13969083	0.23132591	0.47093955	0.08211651	0.016492162
a20	0.051737323	0.00079056754	0.9183418	0.024293678	0.003201576	0.0016350045
a31	0.1147603	0.00031066843	0.12843888	0.44664106	0.24490888	0.06494025
a20	0.37241548	0.041375548	0.26440844	0.12850414	0.054524016	0.13877237
a17	0.18373367	0.0008496946	0.7083879	0.055484276	0.028743606	0.02280089
a31	0.30224526	5.894159e-05	0.17367385	0.24012168	0.09317459	0.19072573
a23	0.13050286	0.0518951	0.024739545	0.06719514	0.15727144	0.56839585
a31	0.18913414	0.0051519293	0.2809841	0.13252151	0.21275952	0.17944881
a8	0.19083522	0.30119607	0.0055615003	0.03715186	0.21673922	0.24851616
a31	0.16104582	0.002149651	0.21636692	0.11292287	0.19749852	0.31001624
a28	0.18293564	0.33022597	0.0047690505	0.034830928	0.22726612	0.21997233
a21	0.48902953	0.0025536418	0.22779965	0.062463004	0.051064048	0.16709019
a31	0.18332833	0.0046909517	0.012787742	0.014808943	0.0916006	0.6927834
</S>	0.19509709	0.049223013	0.016270021	0.06954964	0.2770865	0.39277378
