 	mi	si	gonfiò	il	dito	</S>
a31	0.9114016	0.023503538	4.6002376e-07	0.06379058	0.0005429632	0.0007609357
a11	0.7100803	0.27495256	5.31773e-08	0.014761504	0.000198117	7.427535e-06
a31	0.019872755	0.979511	9.841363e-09	0.0006155935	5.76599e-07	1.9454427e-08
a15	0.21927266	0.47913995	0.00021755089	0.30127415	9.514188e-05	5.946648e-07
a31	0.1481451	0.82250047	6.311346e-09	0.029221296	0.0001315651	1.6484831e-06
a0	0.57428575	0.060324896	1.8738882e-06	0.3652118	0.00017090919	4.8501147e-06
a46	0.24185537	0.45630506	1.7667378e-07	0.04078501	0.24196294	0.019091493
a31	0.16558734	0.19514988	2.4355882e-05	0.03693283	0.5770987	0.02520692
a18	0.21396972	0.7448255	1.28327765e-05	0.039212108	0.00052493095	0.0014549335
a31	0.28772372	0.5533186	0.0005372643	0.018571185	0.1379759	0.001873333
a24	0.13348648	0.85849446	1.1391514e-06	0.0066232	0.00040532066	0.0009894548
a28	0.40064925	0.5523194	0.0002539466	0.005326662	0.040210832	0.0012398876
a13	0.57105565	0.41291985	9.236083e-05	0.0011036096	0.013987372	0.00084111496
a20	0.34596196	0.60069567	0.0022399577	0.0021056077	0.047839846	0.0011569809
a17	0.16423872	0.76313335	0.0031411026	0.0016059324	0.064413205	0.0034677272
a39	0.14004324	0.80924404	0.0014279429	0.0010752451	0.043996636	0.0042128875
a20	0.18073139	0.7034498	0.01739153	0.002221447	0.08946948	0.006736297
a31	0.17544535	0.6263016	0.06889526	0.0024834936	0.1136302	0.013244084
a41	0.6423586	0.3403764	1.3700022e-05	0.00059214106	0.0048187575	0.011840365
a8	0.12525211	0.5587638	0.15441963	0.0038124353	0.12308169	0.03467027
a37	0.0907045	0.7523663	0.11061674	0.0038992865	0.03345369	0.008959455
a8	0.1251864	0.7441957	0.022477832	0.00041962528	0.044053003	0.06366751
</S>	0.070582055	0.814107	0.06506126	0.001690951	0.024849502	0.02370916
